Timestamp,Temperature (ºC),Wind Speed (m/s),Wind Direction (degrees),Pressure (hPa),Humidity (%),Weather
2023-07-12 15:00:00,29.65,4.47,270,998,25,Clouds
2023-07-12 16:00:00,30.15,3.6,270,997,27,Clouds
2023-07-12 17:00:00,30.1,4.63,300,997,29,Clear
2023-07-12 18:00:00,29.28,4.47,258,997,32,Clear
2023-07-12 19:00:00,28.06,6.17,280,997,37,Clear
2023-07-12 20:00:00,26.58,6.17,310,998,45,Clear
2023-07-12 21:00:00,23.23,3.58,25,1016,59,Clear
2023-07-12 22:00:00,20.84,5.14,70,1021,64,Clear
2023-07-12 23:00:00,19.17,4.47,53,1019,74,Clear
2023-07-13 00:00:00,18.83,4.92,44,1018,79,Clear
2023-07-13 01:00:00,18.23,4.12,40,1018,81,Clear
2023-07-13 02:00:00,17.57,2.57,70,1018,83,Clear
2023-07-13 03:00:00,16.91,2.57,80,1018,86,Clear
2023-07-13 04:00:00,16.23,2.57,60,1018,88,Clear
2023-07-13 05:00:00,16.0,2.57,50,1018,88,Clear
2023-07-13 06:00:00,16.24,2.06,20,1018,88,Clear
2023-07-13 07:00:00,17.17,3.09,50,1019,84,Clear
2023-07-13 08:00:00,20.15,3.6,60,1002,63,Clear
2023-07-13 09:00:00,22.35,2.57,70,1002,54,Clear
2023-07-13 10:00:00,23.88,2.06,70,1002,48,Clouds
2023-07-13 11:00:00,25.61,1.54,0,1001,46,Clouds
2023-07-13 12:00:00,27.59,2.57,30,1001,43,Clouds
2023-07-13 13:00:00,28.72,2.06,250,1000,38,Clear
2023-07-13 14:00:00,28.85,2.57,290,994,36,Clear
2023-07-11 15:00:00,34.56,6.69,250,1012,20,Clear
2023-07-11 16:00:00,34.56,7.72,260,1012,20,Clear
2023-07-11 17:00:00,33.08,8.23,270,995,19,Clear
2023-07-11 18:00:00,32.15,7.72,280,995,21,Clear
2023-07-11 19:00:00,30.71,7.2,290,996,25,Clear
2023-07-11 20:00:00,28.2,6.17,300,990,30,Clear
2023-07-11 21:00:00,24.96,3.09,310,1018,35,Clear
2023-07-11 22:00:00,23.3,3.6,330,1016,38,Clear
2023-07-11 23:00:00,21.19,3.09,340,1016,44,Clear
2023-07-12 00:00:00,19.06,3.6,350,1016,57,Clear
2023-07-12 01:00:00,18.81,2.57,20,1015,71,Clear
2023-07-12 02:00:00,17.74,3.58,40,1015,77,Clear
2023-07-12 03:00:00,17.09,2.24,37,1015,78,Clear
2023-07-12 04:00:00,16.43,2.57,40,1015,81,Clear
2023-07-12 05:00:00,16.24,2.57,10,1015,81,Clear
2023-07-12 06:00:00,16.24,2.06,20,1015,77,Clear
2023-07-12 07:00:00,16.86,1.34,40,1016,77,Clear
2023-07-12 08:00:00,18.01,2.06,40,1016,72,Clear
2023-07-12 09:00:00,20.56,2.06,30,994,53,Clear
2023-07-12 10:00:00,23.14,1.03,350,982,33,Clear
2023-07-12 11:00:00,25.33,3.09,280,1017,47,Clear
2023-07-12 12:00:00,26.84,2.06,280,998,38,Clear
2023-07-12 13:00:00,28.95,3.09,250,1016,30,Clear
2023-07-12 14:00:00,29.61,2.57,280,1015,26,Clear
2023-07-10 15:00:00,34.99,5.66,240,1017,17,Clear
2023-07-10 16:00:00,35.22,5.66,280,1017,17,Clear
2023-07-10 17:00:00,35.65,4.12,240,1016,18,Clear
2023-07-10 18:00:00,34.94,2.57,250,1016,18,Clear
2023-07-10 19:00:00,34.08,3.6,320,1016,20,Clear
2023-07-10 20:00:00,29.99,1.54,340,981,22,Clear
2023-07-10 21:00:00,27.71,3.6,360,992,27,Clear
2023-07-10 22:00:00,25.93,3.09,10,993,32,Clear
2023-07-10 23:00:00,24.77,2.57,340,998,37,Clear
2023-07-11 00:00:00,23.06,3.09,340,998,41,Clear
2023-07-11 01:00:00,20.39,3.09,360,1015,49,Clear
2023-07-11 02:00:00,19.77,3.6,30,1015,51,Clear
2023-07-11 03:00:00,18.41,2.57,30,1014,59,Clear
2023-07-11 04:00:00,17.98,2.57,30,1014,67,Clear
2023-07-11 05:00:00,17.56,2.06,100,1014,67,Clear
2023-07-11 06:00:00,19.31,2.57,250,996,60,Clear
2023-07-11 07:00:00,22.35,0.51,0,991,48,Clear
2023-07-11 08:00:00,24.39,1.03,0,951,16,Clear
2023-07-11 09:00:00,27.89,2.06,270,1018,34,Clear
2023-07-11 10:00:00,29.91,2.57,0,1018,34,Clear
2023-07-11 11:00:00,31.28,4.63,230,1014,31,Clear
2023-07-11 12:00:00,32.63,7.2,230,1013,26,Clear
2023-07-11 13:00:00,33.87,8.75,250,1014,24,Clear
2023-07-11 14:00:00,34.13,7.72,260,1013,22,Clear
2023-07-09 15:00:00,30.41,5.66,230,1019,25,Clear
2023-07-09 16:00:00,30.66,4.12,260,1018,24,Clear
2023-07-09 17:00:00,31.38,4.12,280,1019,23,Clear
2023-07-09 18:00:00,30.6,5.66,270,1018,22,Clear
2023-07-09 19:00:00,29.27,3.6,300,1001,24,Clear
2023-07-09 20:00:00,26.38,4.12,300,984,26,Clear
2023-07-09 21:00:00,23.98,3.6,310,1023,31,Clear
2023-07-09 22:00:00,21.91,2.06,320,1021,38,Clear
2023-07-09 23:00:00,20.1,3.6,330,1021,44,Clear
2023-07-10 00:00:00,19.63,3.6,360,1021,50,Clear
2023-07-10 01:00:00,17.95,2.68,22,1020,62,Clear
2023-07-10 02:00:00,16.65,1.54,90,1020,75,Clear
2023-07-10 03:00:00,15.33,1.79,49,1020,83,Clear
2023-07-10 04:00:00,14.9,1.54,100,1021,88,Clear
2023-07-10 05:00:00,14.26,3.09,80,1021,90,Clear
2023-07-10 06:00:00,14.93,2.57,80,1021,88,Clear
2023-07-10 07:00:00,18.85,2.06,90,998,66,Clear
2023-07-10 08:00:00,21.36,1.03,90,985,42,Clear
2023-07-10 09:00:00,24.24,0.51,20,986,30,Clear
2023-07-10 10:00:00,27.89,2.06,80,1024,29,Clear
2023-07-10 11:00:00,28.94,1.03,130,1024,24,Clear
2023-07-10 12:00:00,31.69,1.54,120,1020,27,Clear
2023-07-10 13:00:00,32.56,1.03,110,1019,22,Clear
2023-07-10 14:00:00,34.31,4.12,220,1018,18,Clear
2023-07-08 15:00:00,27.31,5.14,270,998,30,Clouds
2023-07-08 16:00:00,27.14,5.14,270,998,30,Clouds
2023-07-08 17:00:00,27.32,6.17,260,998,27,Clouds
2023-07-08 18:00:00,26.68,5.14,260,999,32,Clouds
2023-07-08 19:00:00,26.67,3.6,230,999,32,Clear
2023-07-08 20:00:00,25.11,3.09,240,999,37,Clear
2023-07-08 21:00:00,22.29,2.57,220,1018,44,Clear
2023-07-08 22:00:00,20.06,2.57,220,1021,52,Clear
2023-07-08 23:00:00,19.05,2.57,250,1021,55,Clear
2023-07-09 00:00:00,19.01,3.09,280,1021,63,Clear
2023-07-09 01:00:00,17.05,2.57,300,1022,72,Clear
2023-07-09 02:00:00,17.43,2.06,280,1019,72,Clear
2023-07-09 03:00:00,16.87,2.57,280,1018,74,Clear
2023-07-09 04:00:00,15.6,3.09,280,1020,77,Clear
2023-07-09 05:00:00,15.35,3.09,300,1020,77,Clear
2023-07-09 06:00:00,15.72,2.06,250,1020,74,Clear
2023-07-09 07:00:00,17.92,2.06,250,1020,66,Clear
2023-07-09 08:00:00,20.18,2.57,230,1003,51,Clear
2023-07-09 09:00:00,21.6,2.57,260,1003,48,Clear
2023-07-09 10:00:00,23.43,2.57,220,998,41,Clear
2023-07-09 11:00:00,25.31,2.57,230,1021,49,Clear
2023-07-09 12:00:00,27.12,3.6,250,1021,41,Clear
2023-07-09 13:00:00,28.53,3.09,240,1020,28,Clear
2023-07-09 14:00:00,29.59,4.12,270,1020,24,Clear
2023-07-07 15:00:00,32.15,7.2,230,986,18,Clouds
2023-07-07 16:00:00,32.8,9.26,240,1010,19,Clouds
2023-07-07 17:00:00,31.72,7.2,240,986,19,Clouds
2023-07-07 18:00:00,30.85,8.23,250,987,20,Clouds
2023-07-07 19:00:00,29.75,8.75,250,987,22,Clear
2023-07-07 20:00:00,28.19,5.66,250,993,24,Clear
2023-07-07 21:00:00,25.58,4.12,280,989,30,Clear
2023-07-07 22:00:00,23.86,5.14,290,1014,38,Clear
2023-07-07 23:00:00,21.96,5.14,290,1017,43,Clear
2023-07-08 00:00:00,19.99,4.12,290,1017,48,Clear
2023-07-08 01:00:00,18.05,3.09,280,1018,55,Clear
2023-07-08 02:00:00,16.09,2.06,230,1018,63,Clear
2023-07-08 03:00:00,14.13,2.57,190,1019,76,Clear
2023-07-08 04:00:00,16.14,3.09,230,1016,67,Clear
2023-07-08 05:00:00,15.5,1.54,250,1016,72,Clear
2023-07-08 06:00:00,15.5,1.54,240,1016,76,Clear
2023-07-08 07:00:00,18.2,3.09,280,1015,68,Clear
2023-07-08 08:00:00,20.42,2.57,250,999,54,Clear
2023-07-08 09:00:00,21.86,0.89,256,993,43,Clouds
2023-07-08 10:00:00,23.05,2.68,174,993,41,Clear
2023-07-08 11:00:00,23.72,3.09,160,999,43,Clear
2023-07-08 12:00:00,24.69,3.09,240,999,39,Clear
2023-07-08 13:00:00,25.75,3.09,250,999,34,Clouds
2023-07-08 14:00:00,26.42,4.12,260,998,33,Clouds
2023-07-06 15:00:00,29.96,3.6,220,993,26,Clouds
2023-07-06 16:00:00,30.19,4.12,240,988,26,Clear
2023-07-06 17:00:00,29.8,4.63,300,993,27,Clear
2023-07-06 18:00:00,29.95,3.6,260,1010,28,Clear
2023-07-06 19:00:00,28.66,3.6,260,988,29,Clouds
2023-07-06 20:00:00,27.64,3.6,280,987,26,Clouds
2023-07-06 21:00:00,24.06,3.09,320,1012,30,Clear
2023-07-06 22:00:00,22.56,3.09,340,1012,35,Clear
2023-07-06 23:00:00,21.03,3.09,320,1011,56,Clear
2023-07-07 00:00:00,20.56,3.09,80,994,68,Clear
2023-07-07 01:00:00,18.9,3.6,80,1011,78,Clear
2023-07-07 02:00:00,18.24,3.6,80,1011,81,Clear
2023-07-07 03:00:00,18.27,2.57,80,994,79,Clear
2023-07-07 04:00:00,17.64,2.57,100,993,79,Clear
2023-07-07 05:00:00,16.42,2.06,100,1010,84,Clear
2023-07-07 06:00:00,17.6,1.54,80,994,79,Clear
2023-07-07 07:00:00,20.58,3.09,130,994,61,Clear
2023-07-07 08:00:00,22.0,3.6,150,994,44,Clear
2023-07-07 09:00:00,24.6,3.6,180,1012,45,Clear
2023-07-07 10:00:00,27.34,5.14,190,1011,42,Clear
2023-07-07 11:00:00,29.13,4.63,230,1011,31,Clear
2023-07-07 12:00:00,30.88,7.2,260,1010,25,Clouds
2023-07-07 13:00:00,31.53,7.2,220,992,23,Clouds
2023-07-07 14:00:00,32.17,10.29,250,992,19,Clouds
2023-07-05 15:00:00,29.21,2.06,130,996,26,Clouds
2023-07-05 16:00:00,28.88,2.57,180,996,26,Clouds
2023-07-05 17:00:00,28.56,4.12,250,995,23,Clouds
2023-07-05 18:00:00,27.92,3.09,320,995,28,Clouds
2023-07-05 19:00:00,26.99,2.57,320,995,33,Clouds
2023-07-05 20:00:00,25.89,5.81,30,995,39,Clouds
2023-07-05 21:00:00,23.73,4.63,60,996,54,Clear
2023-07-05 22:00:00,22.12,4.47,41,996,62,Clear
2023-07-05 23:00:00,19.65,4.92,51,1013,73,Clear
2023-07-06 00:00:00,18.16,3.6,20,1013,79,Clear
2023-07-06 01:00:00,17.08,4.47,18,1013,83,Clear
2023-07-06 02:00:00,16.41,3.09,40,1013,86,Clear
2023-07-06 03:00:00,15.59,3.09,40,1012,87,Clear
2023-07-06 04:00:00,14.49,3.09,360,1012,88,Clear
2023-07-06 05:00:00,14.7,1.34,32,1011,87,Clouds
2023-07-06 06:00:00,15.61,2.57,20,995,84,Clear
2023-07-06 07:00:00,17.09,3.6,60,1013,82,Clear
2023-07-06 08:00:00,19.93,3.09,80,990,58,Clear
2023-07-06 09:00:00,22.13,1.54,80,990,48,Clear
2023-07-06 10:00:00,24.23,1.54,30,1013,56,Clear
2023-07-06 11:00:00,26.29,1.79,44,1012,46,Clear
2023-07-06 12:00:00,27.61,2.57,230,994,39,Clouds
2023-07-06 13:00:00,28.84,2.06,260,994,34,Clouds
2023-07-06 14:00:00,29.47,1.54,310,993,31,Clouds
2023-07-04 15:00:00,30.17,4.63,300,992,24,Clear
2023-07-04 16:00:00,30.45,4.63,320,997,22,Clear
2023-07-04 17:00:00,29.96,2.57,230,992,23,Clear
2023-07-04 18:00:00,30.61,4.63,280,1014,23,Clear
2023-07-04 19:00:00,29.16,5.14,270,997,25,Clear
2023-07-04 20:00:00,26.68,6.17,330,992,31,Clear
2023-07-04 21:00:00,24.47,4.63,320,998,39,Clear
2023-07-04 22:00:00,21.65,6.17,330,1018,48,Clear
2023-07-04 23:00:00,19.66,4.63,340,1018,62,Clear
2023-07-05 00:00:00,17.74,3.13,39,1018,76,Clear
2023-07-05 01:00:00,16.67,3.6,40,1017,79,Clear
2023-07-05 02:00:00,16.01,1.03,0,1017,80,Clear
2023-07-05 03:00:00,15.34,1.54,60,1017,83,Clear
2023-07-05 04:00:00,14.69,2.57,40,1017,86,Clear
2023-07-05 05:00:00,14.5,2.06,50,1017,86,Clear
2023-07-05 06:00:00,15.41,2.68,15,1017,85,Clear
2023-07-05 07:00:00,16.27,4.12,90,1017,81,Clear
2023-07-05 08:00:00,17.97,4.63,80,1000,73,Clear
2023-07-05 09:00:00,20.55,3.09,90,982,60,Clear
2023-07-05 10:00:00,22.04,3.09,80,982,53,Clear
2023-07-05 11:00:00,23.86,2.57,70,994,52,Clear
2023-07-05 12:00:00,26.85,2.57,0,1020,38,Clear
2023-07-05 13:00:00,27.15,2.57,90,992,38,Rain
2023-07-05 14:00:00,28.59,2.57,150,997,33,Clouds
2023-07-03 15:00:00,32.17,4.63,310,996,32,Clear
2023-07-03 16:00:00,31.82,4.12,310,995,31,Clear
2023-07-03 17:00:00,31.92,4.02,320,1013,31,Clear
2023-07-03 18:00:00,30.71,2.57,280,995,31,Clouds
2023-07-03 19:00:00,29.44,3.09,280,995,34,Clear
2023-07-03 20:00:00,26.88,5.81,32,990,42,Clear
2023-07-03 21:00:00,24.53,5.14,50,1015,54,Clear
2023-07-03 22:00:00,22.77,3.09,30,1019,60,Clear
2023-07-03 23:00:00,20.81,3.6,30,1019,73,Clear
2023-07-04 00:00:00,18.85,3.6,30,1016,76,Clear
2023-07-04 01:00:00,18.64,3.6,30,1015,78,Clear
2023-07-04 02:00:00,17.98,1.54,40,1015,79,Clear
2023-07-04 03:00:00,17.08,1.54,40,1015,83,Clear
2023-07-04 04:00:00,16.05,2.57,340,1015,84,Clear
2023-07-04 05:00:00,14.93,3.09,350,1015,88,Clear
2023-07-04 06:00:00,15.58,2.57,10,1015,86,Clear
2023-07-04 07:00:00,17.57,2.57,20,1016,80,Clear
2023-07-04 08:00:00,19.76,1.54,40,1016,71,Clear
2023-07-04 09:00:00,22.2,3.09,10,999,51,Clear
2023-07-04 10:00:00,23.85,2.06,330,999,43,Clear
2023-07-04 11:00:00,25.42,2.06,10,999,44,Clear
2023-07-04 12:00:00,26.91,2.06,330,993,38,Clear
2023-07-04 13:00:00,28.39,3.6,320,998,32,Clear
2023-07-04 14:00:00,29.53,3.6,290,993,25,Clear
2023-07-02 15:00:00,31.02,3.09,40,1015,36,Clouds
2023-07-02 16:00:00,31.37,3.58,14,996,34,Clouds
2023-07-02 17:00:00,30.76,3.58,17,996,36,Clouds
2023-07-02 18:00:00,30.41,2.68,37,996,35,Clouds
2023-07-02 19:00:00,29.48,3.6,70,996,39,Clouds
2023-07-02 20:00:00,27.5,5.36,36,1015,44,Clouds
2023-07-02 21:00:00,24.13,5.81,52,1016,57,Clear
2023-07-02 22:00:00,22.76,7.72,80,1016,62,Clear
2023-07-02 23:00:00,21.68,5.66,80,1017,68,Clear
2023-07-03 00:00:00,20.16,5.66,50,1016,73,Clear
2023-07-03 01:00:00,19.07,5.14,60,1015,78,Clear
2023-07-03 02:00:00,18.41,5.66,50,1015,79,Clear
2023-07-03 03:00:00,17.58,5.66,60,1015,81,Clear
2023-07-03 04:00:00,17.15,4.63,70,1015,82,Clear
2023-07-03 05:00:00,16.37,4.02,42,997,87,Thunderstorm
2023-07-03 06:00:00,16.5,4.12,60,1015,84,Clear
2023-07-03 07:00:00,17.85,4.12,80,1015,79,Clouds
2023-07-03 08:00:00,21.34,3.6,80,980,49,Clouds
2023-07-03 09:00:00,22.95,3.6,80,1019,60,Clouds
2023-07-03 10:00:00,25.64,3.09,90,1016,56,Clear
2023-07-03 11:00:00,28.49,1.54,50,1016,49,Clear
2023-07-03 12:00:00,30.28,1.03,310,1016,42,Clear
2023-07-03 13:00:00,30.65,2.06,320,1014,41,Clear
2023-07-03 14:00:00,31.92,2.06,320,1013,36,Clear
2023-07-01 15:00:00,29.51,2.06,340,999,39,Clear
2023-07-01 16:00:00,29.67,2.06,30,998,37,Clear
2023-07-01 17:00:00,30.12,4.47,60,998,35,Clear
2023-07-01 18:00:00,30.13,3.09,10,1015,34,Clear
2023-07-01 19:00:00,28.82,2.24,41,997,37,Clear
2023-07-01 20:00:00,26.87,6.26,64,992,40,Clear
2023-07-01 21:00:00,24.81,7.2,70,999,46,Clear
2023-07-01 22:00:00,21.9,6.17,80,1017,58,Clear
2023-07-01 23:00:00,20.88,7.15,51,1000,63,Clear
2023-07-02 00:00:00,19.79,5.14,80,1000,67,Clear
2023-07-02 01:00:00,18.99,5.81,63,1000,71,Clear
2023-07-02 02:00:00,18.5,5.14,80,1018,74,Clear
2023-07-02 03:00:00,16.96,4.12,70,1021,82,Clear
2023-07-02 04:00:00,16.73,4.12,50,1018,79,Clear
2023-07-02 05:00:00,16.92,3.6,70,1017,79,Clear
2023-07-02 06:00:00,17.39,4.63,70,1017,78,Clear
2023-07-02 07:00:00,20.25,5.81,49,1000,59,Clear
2023-07-02 08:00:00,21.82,6.71,39,1000,52,Clear
2023-07-02 09:00:00,23.83,5.36,51,1000,47,Clear
2023-07-02 10:00:00,25.28,4.63,60,999,42,Clear
2023-07-02 11:00:00,27.03,3.09,60,999,44,Clouds
2023-07-02 12:00:00,28.59,1.79,299,999,42,Clouds
2023-07-02 13:00:00,29.39,3.58,47,998,40,Clouds
2023-07-02 14:00:00,30.08,3.09,360,997,36,Clouds
2023-06-30 15:00:00,24.23,3.09,80,1020,36,Clear
2023-06-30 16:00:00,24.58,3.6,30,1020,35,Clear
2023-06-30 17:00:00,24.33,4.12,50,1019,36,Clear
2023-06-30 18:00:00,24.03,4.12,10,1001,37,Clear
2023-06-30 19:00:00,23.64,3.09,10,995,38,Clear
2023-06-30 20:00:00,22.77,1.54,90,995,41,Clear
2023-06-30 21:00:00,18.94,3.09,110,1022,52,Clear
2023-06-30 22:00:00,18.43,3.13,42,1020,57,Clear
2023-06-30 23:00:00,17.37,3.13,35,1020,62,Clear
2023-07-01 00:00:00,17.09,3.09,80,1020,65,Clear
2023-07-01 01:00:00,16.2,2.06,80,1020,69,Clear
2023-07-01 02:00:00,15.34,2.57,90,1020,73,Clear
2023-07-01 03:00:00,14.68,2.06,80,1020,77,Clear
2023-07-01 04:00:00,14.02,2.06,100,1020,79,Clear
2023-07-01 05:00:00,13.43,2.57,90,1020,83,Clear
2023-07-01 06:00:00,14.32,1.54,80,1020,81,Clear
2023-07-01 07:00:00,16.93,2.57,80,1020,74,Clear
2023-07-01 08:00:00,19.37,3.09,90,1002,58,Clear
2023-07-01 09:00:00,21.41,1.79,47,1002,51,Clear
2023-07-01 10:00:00,22.96,1.54,120,1001,47,Clear
2023-07-01 11:00:00,24.22,1.79,29,1001,48,Clear
2023-07-01 12:00:00,26.26,2.24,321,1000,46,Clear
2023-07-01 13:00:00,27.63,1.54,180,1000,40,Clouds
2023-07-01 14:00:00,28.55,2.06,90,999,40,Clouds
2023-06-29 15:00:00,26.88,3.6,30,992,42,Clouds
2023-06-29 16:00:00,26.39,4.63,350,997,42,Clear
2023-06-29 17:00:00,24.97,7.6,58,997,48,Clear
2023-06-29 18:00:00,24.19,8.49,49,998,49,Clear
2023-06-29 19:00:00,22.61,7.72,50,999,50,Clear
2023-06-29 20:00:00,20.14,10.73,57,1000,60,Clear
2023-06-29 21:00:00,17.99,6.69,60,1019,70,Clouds
2023-06-29 22:00:00,16.68,6.69,70,1020,72,Clear
2023-06-29 23:00:00,15.26,8.05,41,1003,72,Clear
2023-06-30 00:00:00,14.63,4.63,60,1003,75,Clear
2023-06-30 01:00:00,13.62,5.36,41,1021,80,Clear
2023-06-30 02:00:00,13.18,4.47,44,1021,81,Clear
2023-06-30 03:00:00,13.36,4.12,60,1003,76,Clouds
2023-06-30 04:00:00,12.53,4.02,45,1021,79,Clear
2023-06-30 05:00:00,12.77,4.12,60,1003,78,Clear
2023-06-30 06:00:00,12.78,4.63,60,1004,78,Clouds
2023-06-30 07:00:00,13.68,5.14,60,1022,74,Clouds
2023-06-30 08:00:00,15.23,7.6,65,1022,65,Clear
2023-06-30 09:00:00,17.21,5.66,40,1004,51,Clear
2023-06-30 10:00:00,18.78,4.92,36,1003,45,Clear
2023-06-30 11:00:00,20.33,4.92,44,1003,44,Clear
2023-06-30 12:00:00,21.47,3.6,40,998,40,Clear
2023-06-30 13:00:00,22.77,3.6,50,997,37,Clear
2023-06-30 14:00:00,23.88,3.6,40,1021,37,Clear
2023-06-28 15:00:00,31.01,2.57,40,1015,33,Clear
2023-06-28 16:00:00,32.41,2.57,30,1014,23,Clear
2023-06-28 17:00:00,32.42,4.12,340,1014,20,Clear
2023-06-28 18:00:00,29.76,4.12,30,991,28,Clear
2023-06-28 19:00:00,29.31,4.02,27,996,31,Clear
2023-06-28 20:00:00,26.88,3.6,80,1018,31,Clear
2023-06-28 21:00:00,24.45,6.26,76,1015,48,Clear
2023-06-28 22:00:00,22.06,4.63,90,1017,60,Clear
2023-06-28 23:00:00,20.21,3.6,80,1017,70,Clear
2023-06-29 00:00:00,18.88,4.12,70,1016,77,Clear
2023-06-29 01:00:00,17.33,4.12,80,1015,81,Clear
2023-06-29 02:00:00,16.99,2.24,32,998,80,Clear
2023-06-29 03:00:00,15.58,3.58,37,1015,87,Clear
2023-06-29 04:00:00,14.93,3.09,50,1015,88,Clear
2023-06-29 05:00:00,15.25,3.6,40,998,84,Clear
2023-06-29 06:00:00,14.51,3.09,60,1016,88,Clear
2023-06-29 07:00:00,15.61,4.92,49,1016,84,Clear
2023-06-29 08:00:00,19.27,4.63,60,993,62,Clear
2023-06-29 09:00:00,21.01,3.6,70,993,53,Clear
2023-06-29 10:00:00,22.76,3.09,50,993,47,Clear
2023-06-29 11:00:00,24.07,3.09,80,993,49,Clear
2023-06-29 12:00:00,25.38,3.6,30,993,44,Clear
2023-06-29 13:00:00,26.69,4.12,40,1016,42,Clear
2023-06-29 14:00:00,26.71,5.14,10,1016,43,Clouds
2023-06-27 15:00:00,29.22,3.6,10,1017,41,Clear
2023-06-27 16:00:00,29.32,5.36,66,1015,41,Clear
2023-06-27 17:00:00,29.32,6.71,62,1015,38,Clear
2023-06-27 18:00:00,28.42,4.12,50,992,37,Clear
2023-06-27 19:00:00,27.12,6.26,65,998,43,Clear
2023-06-27 20:00:00,24.79,5.81,41,998,51,Clear
2023-06-27 21:00:00,22.3,5.81,35,999,62,Clear
2023-06-27 22:00:00,20.28,5.36,56,999,68,Clear
2023-06-27 23:00:00,18.19,3.58,51,999,76,Clear
2023-06-28 00:00:00,17.6,5.66,60,999,77,Clear
2023-06-28 01:00:00,15.84,5.36,41,1016,77,Clear
2023-06-28 02:00:00,15.17,4.02,72,1016,79,Clear
2023-06-28 03:00:00,14.28,3.6,50,1016,84,Clear
2023-06-28 04:00:00,14.33,3.09,60,998,84,Clear
2023-06-28 05:00:00,14.36,3.6,50,998,84,Clear
2023-06-28 06:00:00,14.53,3.09,50,998,86,Clear
2023-06-28 07:00:00,15.67,4.63,40,1017,85,Clear
2023-06-28 08:00:00,19.85,4.12,60,981,55,Clouds
2023-06-28 09:00:00,21.7,2.57,60,981,48,Clear
2023-06-28 10:00:00,23.9,2.06,30,1020,60,Clear
2023-06-28 11:00:00,24.91,2.06,30,1019,57,Clear
2023-06-28 12:00:00,27.89,3.09,10,1019,47,Clear
2023-06-28 13:00:00,29.58,2.06,40,1015,42,Clear
2023-06-28 14:00:00,30.63,2.06,30,1015,36,Clear
2023-06-26 15:00:00,31.72,3.09,20,1017,41,Clear
2023-06-26 16:00:00,30.57,5.66,30,1016,43,Clear
2023-06-26 17:00:00,29.96,4.63,30,1016,43,Clear
2023-06-26 18:00:00,29.01,4.63,20,999,41,Clear
2023-06-26 19:00:00,26.39,8.05,58,999,53,Clear
2023-06-26 20:00:00,22.73,7.2,50,996,64,Clear
2023-06-26 21:00:00,20.42,6.26,39,1002,71,Clear
2023-06-26 22:00:00,18.42,5.66,60,1019,78,Clear
2023-06-26 23:00:00,18.0,6.17,60,1020,78,Clear
2023-06-27 00:00:00,17.34,6.17,60,1019,81,Clear
2023-06-27 01:00:00,17.29,5.14,60,1002,80,Clear
2023-06-27 02:00:00,16.67,4.63,60,1019,84,Clear
2023-06-27 03:00:00,16.52,3.09,70,1001,82,Clear
2023-06-27 04:00:00,15.89,4.47,38,1001,84,Clear
2023-06-27 05:00:00,15.18,3.6,50,1019,86,Clear
2023-06-27 06:00:00,14.94,2.68,39,1019,88,Clear
2023-06-27 07:00:00,15.86,5.66,50,1019,85,Clear
2023-06-27 08:00:00,17.79,6.71,46,1019,81,Clear
2023-06-27 09:00:00,21.02,5.66,60,996,62,Clear
2023-06-27 10:00:00,22.78,4.12,50,983,47,Clear
2023-06-27 11:00:00,23.91,3.6,60,1022,56,Clear
2023-06-27 12:00:00,28.72,3.6,50,1021,41,Clear
2023-06-27 13:00:00,27.91,3.6,50,1021,41,Clear
2023-06-27 14:00:00,28.91,4.12,20,1020,39,Clear
2023-06-25 15:00:00,36.35,5.14,270,1016,29,Clear
2023-06-25 16:00:00,35.99,6.17,240,1015,28,Clear
2023-06-25 17:00:00,34.54,7.72,270,992,29,Clear
2023-06-25 18:00:00,34.11,5.66,300,992,31,Clear
2023-06-25 19:00:00,32.78,6.17,300,980,30,Clear
2023-06-25 20:00:00,31.55,4.63,310,1020,30,Clear
2023-06-25 21:00:00,27.64,4.12,320,1021,36,Clear
2023-06-25 22:00:00,22.76,5.14,50,1018,73,Clear
2023-06-25 23:00:00,21.9,4.63,70,1018,75,Clear
2023-06-26 00:00:00,20.38,3.6,50,1018,78,Clear
2023-06-26 01:00:00,19.31,4.92,30,1018,80,Clear
2023-06-26 02:00:00,18.41,4.92,21,1018,83,Clear
2023-06-26 03:00:00,17.56,5.36,25,1018,84,Clear
2023-06-26 04:00:00,16.67,3.58,39,1018,87,Clear
2023-06-26 05:00:00,16.48,3.09,60,1018,87,Clear
2023-06-26 06:00:00,16.49,3.09,60,1018,87,Clear
2023-06-26 07:00:00,17.35,5.66,70,1018,83,Clear
2023-06-26 08:00:00,21.6,5.66,60,984,53,Clear
2023-06-26 09:00:00,23.12,5.14,60,984,44,Clear
2023-06-26 10:00:00,24.86,5.14,40,1023,57,Clear
2023-06-26 11:00:00,26.66,3.6,70,1019,55,Clear
2023-06-26 12:00:00,28.12,4.63,90,1019,52,Clear
2023-06-26 13:00:00,30.29,2.57,0,1018,45,Clear
2023-06-26 14:00:00,31.08,3.6,50,1015,41,Clear
2023-06-24 15:00:00,34.21,3.09,270,1017,29,Clear
2023-06-24 16:00:00,34.56,3.09,280,1016,28,Clear
2023-06-24 17:00:00,33.62,3.09,310,1015,30,Clear
2023-06-24 18:00:00,34.22,3.6,290,1016,30,Clear
2023-06-24 19:00:00,29.39,2.57,280,951,32,Clear
2023-06-24 20:00:00,28.28,2.57,320,951,37,Clear
