Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,147500.0,148000.0,143500.0,144000.0,110863.7578125,445332
2016-01-05,143000.0,145000.0,142000.0,143500.0,110478.8125,530496
2016-01-06,144000.0,145000.0,139000.0,140000.0,107784.2109375,769406
2016-01-07,138500.0,140000.0,137500.0,137500.0,105859.5,586187
2016-01-08,134500.0,138000.0,133500.0,136500.0,105089.59375,888701
2016-01-11,134500.0,140500.0,134000.0,140000.0,107784.2109375,542749
2016-01-12,140500.0,141500.0,139000.0,139500.0,107399.265625,386506
2016-01-13,140500.0,141500.0,139500.0,140500.0,108169.15625,338336
2016-01-14,138500.0,143500.0,136500.0,141000.0,108554.109375,664829
2016-01-15,141000.0,142000.0,136500.0,138500.0,106629.3828125,568653
2016-01-18,137500.0,140000.0,135500.0,139000.0,107014.3359375,400716
2016-01-19,138000.0,140000.0,136000.0,140000.0,107784.2109375,332956
2016-01-20,139500.0,140000.0,135500.0,136500.0,105089.59375,544330
2016-01-21,136000.0,138000.0,135500.0,137000.0,105474.546875,455723
2016-01-22,138000.0,140500.0,136500.0,139000.0,107014.3359375,551671
2016-01-25,140000.0,140500.0,136000.0,137500.0,105859.5,543064
2016-01-26,136500.0,137000.0,134500.0,136000.0,104704.671875,564584
2016-01-27,135500.0,137000.0,134500.0,137000.0,105474.546875,702981
2016-01-28,135500.0,136500.0,134500.0,135000.0,103934.765625,480730
2016-01-29,135000.0,136000.0,131000.0,133000.0,102395.0078125,990382
2016-02-01,132000.0,132500.0,130500.0,132500.0,102010.0625,689972
2016-02-02,131500.0,132500.0,129000.0,129500.0,99700.4140625,594441
2016-02-03,127500.0,129500.0,126500.0,129000.0,99315.453125,649021
2016-02-04,130000.0,132500.0,129500.0,132500.0,102010.0625,600523
2016-02-05,132000.0,133500.0,131000.0,133500.0,102779.9609375,513150
2016-02-11,130500.0,132500.0,130500.0,131000.0,100855.234375,688873
2016-02-12,131500.0,137500.0,131000.0,137000.0,105474.546875,1264899
2016-02-15,137500.0,141500.0,135000.0,139500.0,107399.265625,879160
2016-02-16,139500.0,142500.0,137500.0,141000.0,108554.109375,524822
2016-02-17,142000.0,147500.0,141000.0,147000.0,113173.4140625,772996
2016-02-18,147500.0,149000.0,145500.0,147000.0,113173.4140625,468798
2016-02-19,147000.0,151000.0,147000.0,149000.0,114713.1953125,477553
2016-02-22,147500.0,148500.0,146000.0,147500.0,113558.375,273335
2016-02-23,148000.0,149000.0,146500.0,149000.0,114713.1953125,250401
2016-02-24,147500.0,150000.0,146500.0,149000.0,114713.1953125,191286
2016-02-25,149500.0,153000.0,145500.0,147000.0,113173.4140625,490265
2016-02-26,148000.0,148000.0,144500.0,147000.0,113173.4140625,351408
2016-02-29,145500.0,149000.0,144500.0,147500.0,113558.375,570117
2016-03-02,150000.0,150000.0,148000.0,150000.0,115483.0625,539821
2016-03-03,151500.0,151500.0,146000.0,147500.0,113558.375,627810
2016-03-04,146000.0,147500.0,143500.0,147500.0,113558.375,696287
2016-03-07,147500.0,147500.0,145500.0,146500.0,112788.484375,317439
2016-03-08,145000.0,149500.0,145000.0,148000.0,113943.3046875,366489
2016-03-09,147000.0,149500.0,146500.0,149500.0,115098.1484375,452965
2016-03-10,149000.0,150000.0,148000.0,148000.0,113943.3046875,690061
2016-03-11,147500.0,150000.0,147500.0,149000.0,114713.1953125,408175
2016-03-14,150000.0,150500.0,147000.0,148500.0,114328.25,362075
2016-03-15,148500.0,149000.0,146000.0,147000.0,113173.4140625,309077
2016-03-16,147000.0,148000.0,145500.0,146500.0,112788.484375,206136
2016-03-17,148000.0,148500.0,146000.0,146500.0,112788.484375,492380
2016-03-18,148000.0,150500.0,147500.0,150500.0,115868.0390625,769047
2016-03-21,151000.0,155000.0,149500.0,154500.0,118947.59375,803657
2016-03-22,155500.0,159000.0,155000.0,159000.0,122412.0859375,872121
2016-03-23,159500.0,159500.0,157000.0,158000.0,121642.1875,454762
2016-03-24,156500.0,157000.0,154500.0,155500.0,119717.484375,288522
2016-03-25,154500.0,155500.0,152000.0,153000.0,117792.7578125,279961
2016-03-28,153000.0,156500.0,152000.0,154000.0,118562.640625,186865
2016-03-29,155000.0,156000.0,153500.0,155000.0,119332.53125,229075
2016-03-30,156000.0,159000.0,155000.0,155500.0,119717.484375,373060
2016-03-31,156000.0,156000.0,151500.0,152500.0,117407.8125,575626
2016-04-01,152500.0,152500.0,147500.0,149500.0,115098.1484375,604435
2016-04-04,148500.0,149500.0,143500.0,144000.0,110863.7578125,767267
2016-04-05,144000.0,145000.0,143500.0,144500.0,111248.7109375,292339
2016-04-06,144000.0,146000.0,144000.0,144000.0,110863.7578125,379789
2016-04-07,143500.0,146500.0,143500.0,146500.0,112788.484375,366852
2016-04-08,146000.0,146500.0,144000.0,146000.0,112403.53125,339546
2016-04-11,147500.0,147500.0,145000.0,146000.0,112403.53125,197423
2016-04-12,146000.0,150000.0,145000.0,148500.0,114328.25,361212
2016-04-14,150000.0,152000.0,149500.0,152000.0,117022.84375,496852
2016-04-15,150500.0,152000.0,149000.0,151500.0,116637.921875,297722
2016-04-18,150000.0,155000.0,150000.0,154000.0,118562.640625,406339
2016-04-19,155000.0,155000.0,152000.0,153000.0,117792.7578125,310407
2016-04-20,153500.0,155000.0,151000.0,151500.0,116637.921875,270230
2016-04-21,152000.0,154500.0,152000.0,154000.0,118562.640625,297646
2016-04-22,152000.0,153500.0,150500.0,151000.0,116252.984375,318972
2016-04-25,151000.0,152000.0,149000.0,149500.0,115098.1484375,273343
2016-04-26,149000.0,154000.0,149000.0,153500.0,118177.671875,365930
2016-04-27,152000.0,153000.0,148500.0,149000.0,114713.1953125,374037
2016-04-28,148500.0,150500.0,147000.0,148000.0,113943.3046875,466520
2016-04-29,146500.0,147500.0,142000.0,143500.0,110478.8125,739237
2016-05-02,142000.0,144000.0,141500.0,142500.0,109708.9453125,242036
2016-05-03,143000.0,144000.0,142000.0,142500.0,109708.9453125,359029
2016-05-04,141500.0,142000.0,138500.0,139000.0,107014.3359375,807340
2016-05-09,138500.0,139000.0,135500.0,135500.0,104319.7109375,482711
2016-05-10,136500.0,140500.0,136500.0,139500.0,107399.265625,346710
2016-05-11,140500.0,142000.0,138500.0,139000.0,107014.3359375,284228
2016-05-12,138000.0,138500.0,136500.0,136500.0,105089.59375,421047
2016-05-13,136000.0,137500.0,135000.0,135000.0,103934.765625,529746
2016-05-16,136500.0,137500.0,135000.0,135500.0,104319.7109375,397771
2016-05-17,135500.0,136500.0,134500.0,134500.0,103549.828125,314839
2016-05-18,135000.0,135500.0,132000.0,133000.0,102395.0078125,630692
2016-05-19,132500.0,136000.0,132500.0,134500.0,103549.828125,389055
2016-05-20,134000.0,135000.0,131500.0,132000.0,101625.109375,462176
2016-05-23,133000.0,134500.0,133000.0,133000.0,102395.0078125,310458
2016-05-24,133000.0,135000.0,132000.0,133500.0,102779.9609375,355717
2016-05-25,134500.0,137000.0,134000.0,135000.0,103934.765625,500528
2016-05-26,136000.0,137000.0,134500.0,135000.0,103934.765625,342299
2016-05-27,136000.0,136500.0,135000.0,136000.0,104704.671875,346406
2016-05-30,136000.0,137500.0,135000.0,136500.0,105089.59375,474129
