Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,149000.0,149000.0,137500.0,137500.0,105859.4765625,2331421
2016-01-07,134500.0,143500.0,133500.0,141000.0,108554.1171875,2821121
2016-01-14,141000.0,142000.0,135500.0,137000.0,105474.5546875,2302378
2016-01-21,138000.0,140500.0,134500.0,135000.0,103934.7734375,2843030
2016-01-28,135000.0,136000.0,126500.0,132500.0,102010.0546875,3524339
2016-02-04,132000.0,133500.0,130500.0,131000.0,100855.2421875,1202023
2016-02-11,131500.0,149000.0,131000.0,147000.0,113173.4140625,3910675
2016-02-18,147000.0,153000.0,145500.0,147000.0,113173.4140625,1682840
2016-02-25,148000.0,151500.0,144500.0,147500.0,113558.390625,2089156
2016-03-03,146000.0,150000.0,143500.0,148000.0,113943.3125,2523241
2016-03-10,147500.0,150500.0,145500.0,146500.0,112788.484375,1777843
2016-03-17,148000.0,159500.0,147500.0,155500.0,119717.4609375,3188109
2016-03-24,154500.0,159000.0,151500.0,152500.0,117407.8046875,1644587
2016-03-31,152500.0,152500.0,143500.0,146500.0,112788.484375,2410682
2016-04-07,146000.0,152000.0,144000.0,152000.0,117022.859375,1395033
2016-04-14,150500.0,155000.0,149000.0,154000.0,118562.640625,1582344
2016-04-21,152000.0,154000.0,147000.0,148000.0,113943.3125,1798802
2016-04-28,146500.0,147500.0,138500.0,139000.0,107014.3203125,2147642
2016-05-05,139000.0,142000.0,135500.0,136500.0,105089.609375,1534696
2016-05-12,136000.0,137500.0,132000.0,134500.0,103549.8515625,2262103
2016-05-19,134000.0,137000.0,131500.0,135000.0,103934.7734375,1971178
2016-05-26,136000.0,139500.0,135000.0,138000.0,106244.4375,3482094
2016-06-02,138000.0,141500.0,137500.0,139000.0,107014.3203125,2138063
2016-06-09,138500.0,140000.0,133500.0,134500.0,103549.8515625,2067391
2016-06-16,136000.0,141500.0,133500.0,141000.0,108554.1171875,1675108
2016-06-23,140500.0,144000.0,134500.0,135500.0,104319.71875,5640150
2016-06-30,136500.0,139500.0,129000.0,131000.0,101586.0703125,2746300
2016-07-07,131000.0,135500.0,129000.0,131500.0,101973.8046875,2524826
2016-07-14,132000.0,134000.0,128500.0,130000.0,100810.6015625,2629825
2016-07-21,130000.0,139500.0,129000.0,136000.0,105463.3984375,3574789
2016-07-28,135000.0,136000.0,129500.0,130500.0,101198.3359375,2538580
2016-08-04,130500.0,137000.0,130500.0,134500.0,104300.203125,2226054
2016-08-11,135000.0,137000.0,132000.0,132500.0,102749.25,1963666
2016-08-18,133000.0,138000.0,131000.0,136500.0,105851.1328125,2802785
