date,hour,france,italy,belgium,spain,uk,germany,month,year
2022-02-21,17:00 - 18:00,162.14,200.89,166.21,163.14,219.9,117.78,2,2022
2022-02-21,18:00 - 19:00,192.11,205.15,217.99,218.51,281.0,135.59,2,2022
2022-02-21,19:00 - 20:00,201.76,201.76,227.29,227.92,331.94,123.63,2,2022
2022-02-21,20:00 - 21:00,192.0,192.0,230.0,237.0,294.18,110.71,2,2022
2022-02-21,21:00 - 22:00,177.71,177.71,170.0,227.34,241.79,102.0,2,2022
2022-02-21,22:00 - 23:00,175.0,175.0,149.46,218.5,214.0,102.83,2,2022
2022-02-21,23:00 - 00:00,174.99,174.99,147.46,189.0,189.0,92.55,2,2022
2022-02-22,00:00 - 01:00,176.59,170.8,148.69,176.59,187.0,89.99,2,2022
2022-02-22,01:00 - 02:00,169.72,169.72,140.38,169.72,134.26,82.14,2,2022
2022-02-22,02:00 - 03:00,165.3,164.47,143.68,165.3,99.0,80.34,2,2022
2022-02-22,03:00 - 04:00,163.06,163.06,150.0,163.06,49.0,79.9,2,2022
2022-02-22,04:00 - 05:00,158.0,158.0,150.15,158.0,25.0,88.16,2,2022
2022-02-22,05:00 - 06:00,164.39,164.39,150.85,164.39,25.0,95.36,2,2022
2022-02-22,06:00 - 07:00,190.01,190.01,175.53,192.0,58.88,117.86,2,2022
2022-02-22,07:00 - 08:00,200.86,200.86,203.34,203.0,153.16,185.78,2,2022
2022-02-22,08:00 - 09:00,211.59,211.59,211.59,211.59,203.46,211.59,2,2022
2022-02-22,09:00 - 10:00,199.63,199.63,194.53,200.0,205.08,180.27,2,2022
2022-02-22,10:00 - 11:00,191.63,191.63,166.27,191.63,214.0,144.08,2,2022
2022-02-22,11:00 - 12:00,174.38,175.99,153.37,174.38,188.0,135.04,2,2022
2022-02-22,12:00 - 13:00,171.33,171.33,147.08,171.33,177.0,121.25,2,2022
2022-02-22,13:00 - 14:00,160.0,164.37,145.44,160.0,176.0,117.66,2,2022
2022-02-22,14:00 - 15:00,144.82,170.4,137.0,144.82,152.62,118.87,2,2022
2022-02-22,15:00 - 16:00,140.0,181.62,138.29,140.0,145.0,125.29,2,2022
2022-02-22,16:00 - 17:00,139.67,186.58,139.89,141.5,145.0,136.7,2,2022
2022-02-22,17:00 - 18:00,159.64,205.3,159.81,160.0,168.59,155.21,2,2022
2022-02-22,18:00 - 19:00,182.61,232.51,185.64,203.81,214.51,162.62,2,2022
2022-02-22,19:00 - 20:00,211.57,245.0,186.89,215.0,265.0,135.49,2,2022
2022-02-22,20:00 - 21:00,193.66,211.02,162.96,221.7,246.88,108.62,2,2022
2022-02-22,21:00 - 22:00,173.44,185.63,146.9,211.8,216.5,100.54,2,2022
2022-02-22,22:00 - 23:00,181.77,181.77,148.91,197.72,216.38,99.99,2,2022
2022-02-22,23:00 - 00:00,176.4,176.4,150.0,176.4,175.71,85.08,2,2022
2022-02-23,00:00 - 01:00,178.55,178.55,154.29,178.55,150.0,81.79,2,2022
2022-02-23,01:00 - 02:00,172.87,172.87,154.2,172.87,141.52,78.96,2,2022
2022-02-23,02:00 - 03:00,167.5,167.5,178.02,167.5,120.0,82.28,2,2022
2022-02-23,03:00 - 04:00,163.59,163.59,171.62,163.59,96.25,88.34,2,2022
2022-02-23,04:00 - 05:00,163.07,163.07,180.2,163.07,73.87,97.32,2,2022
2022-02-23,05:00 - 06:00,169.55,169.55,167.31,169.55,62.85,101.7,2,2022
2022-02-23,06:00 - 07:00,201.58,201.58,191.23,201.58,73.1,118.36,2,2022
2022-02-23,07:00 - 08:00,211.93,212.7,229.83,211.93,120.0,147.54,2,2022
2022-02-23,08:00 - 09:00,216.82,235.0,247.05,216.82,167.0,155.03,2,2022
2022-02-23,09:00 - 10:00,214.72,214.72,191.06,214.72,215.0,126.44,2,2022
2022-02-23,10:00 - 11:00,205.51,205.51,163.41,205.51,206.01,109.43,2,2022
2022-02-23,11:00 - 12:00,193.5,193.5,148.06,194.86,187.84,103.51,2,2022
2022-02-23,12:00 - 13:00,183.9,183.9,136.55,183.9,172.19,89.9,2,2022
2022-02-23,13:00 - 14:00,177.89,177.89,133.58,177.89,170.0,89.9,2,2022
2022-02-23,14:00 - 15:00,167.38,179.6,133.73,167.38,161.56,100.9,2,2022
2022-02-23,15:00 - 16:00,161.92,180.9,135.66,170.0,162.93,109.49,2,2022
2022-02-23,16:00 - 17:00,162.8,192.49,162.8,180.0,174.0,162.8,2,2022
2022-02-23,17:00 - 18:00,205.72,205.72,205.72,205.72,200.16,205.72,2,2022
2022-02-23,18:00 - 19:00,230.0,244.44,230.0,230.0,232.83,230.0,2,2022
2022-02-23,19:00 - 20:00,236.86,245.0,236.86,236.86,243.0,236.86,2,2022
2022-02-23,20:00 - 21:00,212.24,212.24,195.6,244.08,216.0,187.04,2,2022
2022-02-23,21:00 - 22:00,178.94,196.7,158.7,223.11,192.3,164.6,2,2022
2022-02-23,22:00 - 23:00,186.7,188.0,140.0,213.21,189.0,146.62,2,2022
2022-02-23,23:00 - 00:00,181.55,181.55,129.0,207.99,170.1,107.6,2,2022
2022-02-24,00:00 - 01:00,184.7,184.7,95.25,210.61,155.0,115.07,2,2022
2022-02-24,01:00 - 02:00,162.27,183.5,93.27,208.12,145.07,113.04,2,2022
2022-02-24,02:00 - 03:00,162.82,180.79,136.51,200.39,142.76,110.33,2,2022
2022-02-24,03:00 - 04:00,162.37,180.79,135.71,197.75,125.0,109.29,2,2022
2022-02-24,04:00 - 05:00,150.08,181.5,131.13,201.2,120.72,112.36,2,2022
2022-02-24,05:00 - 06:00,164.94,190.45,140.64,204.73,115.29,116.77,2,2022
2022-02-24,06:00 - 07:00,170.2,218.0,167.9,211.79,139.62,168.5,2,2022
2022-02-24,07:00 - 08:00,211.06,230.55,205.0,218.75,158.45,184.77,2,2022
2022-02-24,08:00 - 09:00,234.49,260.7,198.87,234.49,226.82,160.0,2,2022
2022-02-24,09:00 - 10:00,220.09,229.4,175.0,220.09,254.75,137.34,2,2022
2022-02-24,10:00 - 11:00,213.91,213.91,174.67,213.91,244.95,117.47,2,2022
2022-02-24,11:00 - 12:00,190.69,209.61,164.26,212.01,199.0,112.78,2,2022
2022-02-24,12:00 - 13:00,195.06,198.61,164.82,210.67,180.98,107.58,2,2022
2022-02-24,13:00 - 14:00,191.09,195.39,164.45,208.12,172.74,105.02,2,2022
2022-02-24,14:00 - 15:00,186.35,204.21,163.03,210.0,166.16,105.1,2,2022
2022-02-24,15:00 - 16:00,163.17,210.0,167.01,195.0,163.5,112.4,2,2022
2022-02-24,16:00 - 17:00,165.15,227.91,183.32,178.3,179.96,113.73,2,2022
2022-02-24,17:00 - 18:00,164.46,266.0,172.19,190.1,196.68,146.57,2,2022
2022-02-24,18:00 - 19:00,203.79,274.0,210.76,203.79,224.26,155.38,2,2022
2022-02-24,19:00 - 20:00,220.36,274.0,161.66,220.36,255.0,134.74,2,2022
2022-02-24,20:00 - 21:00,215.74,266.0,169.5,215.74,225.12,110.07,2,2022
2022-02-24,21:00 - 22:00,200.54,230.55,200.29,210.4,194.04,104.53,2,2022
2022-02-24,22:00 - 23:00,194.43,218.0,172.61,194.43,179.42,109.95,2,2022
2022-02-24,23:00 - 00:00,163.71,209.99,143.84,163.71,155.12,98.51,2,2022
2022-02-25,00:00 - 01:00,230.0,246.8,192.84,230.0,199.98,94.78,2,2022
2022-02-25,01:00 - 02:00,193.16,245.0,159.5,193.16,179.03,100.4,2,2022
2022-02-25,02:00 - 03:00,179.7,237.6,151.0,179.7,182.51,98.67,2,2022
2022-02-25,03:00 - 04:00,159.99,235.0,141.09,159.99,168.51,99.61,2,2022
2022-02-25,04:00 - 05:00,153.32,235.0,137.85,153.32,175.0,100.25,2,2022
2022-02-25,05:00 - 06:00,170.0,269.9,149.12,170.0,215.7,95.98,2,2022
2022-02-25,06:00 - 07:00,203.75,300.0,236.9,203.75,234.76,116.99,2,2022
2022-02-25,07:00 - 08:00,285.41,322.97,302.0,267.18,295.12,133.53,2,2022
2022-02-25,08:00 - 09:00,287.05,330.0,236.1,271.46,324.0,125.02,2,2022
2022-02-25,09:00 - 10:00,294.42,294.56,236.1,270.59,350.0,107.16,2,2022
2022-02-25,10:00 - 11:00,264.02,275.0,150.0,264.02,325.0,98.38,2,2022
2022-02-25,11:00 - 12:00,246.14,273.98,184.64,246.14,315.5,100.25,2,2022
2022-02-25,12:00 - 13:00,252.21,268.99,169.09,252.21,350.0,89.93,2,2022
2022-02-25,13:00 - 14:00,240.3,263.7,165.48,240.3,315.0,97.07,2,2022
2022-02-25,14:00 - 15:00,237.5,271.22,175.42,237.5,286.04,93.67,2,2022
2022-02-25,15:00 - 16:00,232.28,275.07,164.62,232.28,260.33,98.52,2,2022
2022-02-25,16:00 - 17:00,240.0,290.5,202.8,240.0,250.0,119.54,2,2022
2022-02-25,17:00 - 18:00,260.68,332.38,338.03,260.68,292.31,146.87,2,2022
2022-02-25,18:00 - 19:00,298.34,349.0,372.38,277.71,361.72,190.05,2,2022
2022-02-25,19:00 - 20:00,349.0,349.0,463.29,300.0,351.0,198.07,2,2022
2022-02-25,20:00 - 21:00,292.32,322.05,391.51,292.32,265.0,160.68,2,2022
2022-02-25,21:00 - 22:00,278.29,290.81,352.0,278.29,255.0,145.54,2,2022
2022-02-25,22:00 - 23:00,273.56,275.45,378.8,273.56,223.32,135.13,2,2022
2022-02-25,23:00 - 00:00,268.99,268.99,373.3,268.99,205.73,132.89,2,2022
2022-02-26,00:00 - 01:00,285.41,285.41,294.0,285.41,189.23,150.09,2,2022
2022-02-26,01:00 - 02:00,265.0,267.37,236.3,265.0,150.0,152.6,2,2022
2022-02-26,02:00 - 03:00,259.73,261.13,257.96,259.73,100.6,174.05,2,2022
2022-02-26,03:00 - 04:00,246.0,261.13,236.03,246.0,62.0,187.92,2,2022
2022-02-26,04:00 - 05:00,230.3,261.13,252.34,237.14,35.0,190.69,2,2022
2022-02-26,05:00 - 06:00,237.17,262.63,237.17,237.17,25.0,237.17,2,2022
2022-02-26,06:00 - 07:00,249.98,265.21,249.98,249.98,14.07,249.98,2,2022
2022-02-26,07:00 - 08:00,263.46,278.06,263.46,263.46,15.7,263.46,2,2022
2022-02-26,08:00 - 09:00,275.57,278.06,275.57,274.5,29.0,275.57,2,2022
2022-02-26,09:00 - 10:00,267.37,267.37,267.37,267.37,147.77,267.37,2,2022
2022-02-26,10:00 - 11:00,245.75,245.75,245.75,247.49,227.37,245.75,2,2022
2022-02-26,11:00 - 12:00,213.02,213.02,213.02,246.0,206.94,213.02,2,2022
2022-02-26,12:00 - 13:00,196.64,196.64,196.64,243.48,180.05,196.64,2,2022
2022-02-26,13:00 - 14:00,178.97,180.33,178.97,240.28,168.91,178.97,2,2022
2022-02-26,14:00 - 15:00,177.04,181.95,177.04,239.9,164.74,177.04,2,2022
2022-02-26,15:00 - 16:00,197.47,197.47,197.47,239.5,159.15,197.47,2,2022
2022-02-26,16:00 - 17:00,225.08,225.08,225.08,239.6,155.0,225.08,2,2022
2022-02-26,17:00 - 18:00,259.9,262.39,259.9,259.9,208.21,259.9,2,2022
2022-02-26,18:00 - 19:00,299.0,299.0,299.0,299.0,260.87,299.0,2,2022
2022-02-26,19:00 - 20:00,300.7,300.7,300.7,300.7,278.0,300.7,2,2022
2022-02-26,20:00 - 21:00,277.91,280.0,277.91,297.01,187.0,277.91,2,2022
2022-02-26,21:00 - 22:00,235.8,265.21,235.8,300.0,184.3,235.8,2,2022
2022-02-26,22:00 - 23:00,242.15,245.0,242.15,266.77,159.69,242.15,2,2022
2022-02-26,23:00 - 00:00,212.09,224.9,212.09,261.3,128.0,212.09,2,2022
2022-02-27,00:00 - 01:00,195.65,200.33,195.65,256.07,127.78,195.65,2,2022
2022-02-27,01:00 - 02:00,180.7,186.05,180.7,249.11,135.46,180.7,2,2022
2022-02-27,02:00 - 03:00,174.44,178.29,174.44,225.0,159.06,174.44,2,2022
2022-02-27,03:00 - 04:00,172.31,178.29,172.31,220.5,166.8,172.31,2,2022
2022-02-27,04:00 - 05:00,174.5,174.5,174.5,225.0,171.0,174.5,2,2022
2022-02-27,05:00 - 06:00,177.1,177.1,177.1,231.29,180.0,177.1,2,2022
2022-02-27,06:00 - 07:00,186.05,186.05,186.05,250.85,202.04,186.05,2,2022
2022-02-27,07:00 - 08:00,191.54,191.54,191.54,255.2,225.41,191.54,2,2022
2022-02-27,08:00 - 09:00,191.54,191.54,190.34,252.59,239.33,189.37,2,2022
2022-02-27,09:00 - 10:00,196.64,196.64,182.28,254.33,259.5,173.75,2,2022
2022-02-27,10:00 - 11:00,186.05,186.05,133.87,253.46,298.52,154.07,2,2022
2022-02-27,11:00 - 12:00,182.07,182.07,129.4,247.38,273.12,144.76,2,2022
2022-02-27,12:00 - 13:00,186.05,186.05,146.78,235.01,230.98,116.53,2,2022
2022-02-27,13:00 - 14:00,153.76,153.76,89.37,247.28,220.8,114.0,2,2022
2022-02-27,14:00 - 15:00,111.68,167.36,111.68,247.08,216.0,111.68,2,2022
2022-02-27,15:00 - 16:00,151.54,177.0,151.54,209.14,194.31,151.54,2,2022
2022-02-27,16:00 - 17:00,176.15,192.24,176.15,209.14,148.82,176.15,2,2022
2022-02-27,17:00 - 18:00,229.9,229.9,229.9,229.9,188.61,229.9,2,2022
2022-02-27,18:00 - 19:00,275.76,275.76,275.76,275.76,255.05,275.76,2,2022
2022-02-27,19:00 - 20:00,279.84,279.84,283.35,300.0,265.85,274.5,2,2022
2022-02-27,20:00 - 21:00,268.39,268.39,283.35,350.0,259.64,220.7,2,2022
2022-02-27,21:00 - 22:00,225.49,252.1,220.82,350.0,181.31,197.8,2,2022
2022-02-27,22:00 - 23:00,240.0,240.0,246.93,310.01,138.31,197.78,2,2022
2022-02-27,23:00 - 00:00,210.12,210.12,202.9,280.0,100.0,197.22,2,2022
2022-02-28,00:00 - 01:00,204.01,204.01,161.91,295.0,137.27,177.39,2,2022
2022-02-28,01:00 - 02:00,202.79,202.79,158.29,286.83,145.02,174.06,2,2022
2022-02-28,02:00 - 03:00,202.68,202.68,193.68,282.49,161.0,185.57,2,2022
2022-02-28,03:00 - 04:00,196.33,196.33,168.34,282.16,155.0,178.26,2,2022
2022-02-28,04:00 - 05:00,197.0,197.0,197.0,277.73,167.56,197.0,2,2022
2022-02-28,05:00 - 06:00,217.0,217.0,217.0,281.05,196.45,217.0,2,2022
2022-02-28,06:00 - 07:00,284.97,284.97,284.97,286.54,247.04,284.97,2,2022
2022-02-28,07:00 - 08:00,322.9,322.9,322.9,322.9,299.0,322.9,2,2022
2022-02-28,08:00 - 09:00,308.9,308.9,308.9,308.9,275.0,308.9,2,2022
2022-02-28,09:00 - 10:00,278.4,278.4,291.85,284.05,283.16,267.3,2,2022
2022-02-28,10:00 - 11:00,258.45,263.94,200.35,258.45,278.6,163.82,2,2022
2022-02-28,11:00 - 12:00,221.3,263.91,122.65,221.3,264.79,145.55,2,2022
2022-02-28,12:00 - 13:00,224.0,224.0,108.12,224.0,249.4,137.09,2,2022
2022-02-28,13:00 - 14:00,221.88,224.19,131.71,221.88,249.4,135.4,2,2022
2022-02-28,14:00 - 15:00,220.0,237.8,170.86,220.0,257.04,141.17,2,2022
2022-02-28,15:00 - 16:00,218.97,258.97,204.45,218.97,259.0,198.24,2,2022
2022-02-28,16:00 - 17:00,253.79,258.97,253.79,253.79,252.5,253.79,2,2022
2022-02-28,17:00 - 18:00,280.56,280.56,280.56,280.56,300.0,280.56,2,2022
2022-02-28,18:00 - 19:00,300.0,300.0,300.0,300.0,330.02,300.0,2,2022
2022-02-28,19:00 - 20:00,315.51,315.51,350.0,318.73,367.1,282.19,2,2022
2022-02-28,20:00 - 21:00,296.08,296.08,242.33,346.0,341.0,207.32,2,2022
2022-02-28,21:00 - 22:00,271.4,271.4,202.13,324.09,293.24,137.24,2,2022
2022-02-28,22:00 - 23:00,266.7,266.7,211.98,291.18,256.06,163.3,2,2022
2022-02-28,23:00 - 00:00,259.25,259.25,190.93,280.0,226.34,140.09,2,2022
2022-03-01,00:00 - 01:00,259.96,259.96,199.74,268.9,255.84,143.17,3,2022
2022-03-01,01:00 - 02:00,255.93,255.93,200.12,258.46,262.16,143.15,3,2022
2022-03-01,02:00 - 03:00,241.01,241.01,192.59,241.01,260.45,149.74,3,2022
2022-03-01,03:00 - 04:00,224.0,224.0,198.66,224.0,249.0,163.5,3,2022
2022-03-01,04:00 - 05:00,221.0,221.0,204.88,221.0,244.99,173.15,3,2022
2022-03-01,05:00 - 06:00,231.31,231.31,207.45,231.31,246.58,194.03,3,2022
2022-03-01,06:00 - 07:00,268.04,277.91,268.04,268.04,274.23,268.04,3,2022
2022-03-01,07:00 - 08:00,299.02,299.02,289.67,299.02,300.0,286.73,3,2022
2022-03-01,08:00 - 09:00,301.4,301.4,319.07,301.4,330.75,284.91,3,2022
2022-03-01,09:00 - 10:00,294.6,301.4,285.4,294.6,332.0,217.58,3,2022
2022-03-01,10:00 - 11:00,265.02,271.29,230.0,265.02,312.95,179.33,3,2022
2022-03-01,11:00 - 12:00,230.0,266.7,224.33,230.0,290.51,222.33,3,2022
2022-03-01,12:00 - 13:00,225.8,238.7,220.0,225.8,282.0,220.0,3,2022
2022-03-01,13:00 - 14:00,221.5,238.4,221.5,221.5,285.0,221.5,3,2022
2022-03-01,14:00 - 15:00,235.02,248.99,235.02,221.99,286.23,235.02,3,2022
2022-03-01,15:00 - 16:00,261.24,261.24,261.24,220.98,283.71,261.24,3,2022
2022-03-01,16:00 - 17:00,283.2,283.2,283.2,221.99,296.0,283.2,3,2022
2022-03-01,17:00 - 18:00,315.87,315.87,315.87,258.46,343.0,315.87,3,2022
2022-03-01,18:00 - 19:00,362.75,362.75,362.75,282.49,378.67,362.75,3,2022
2022-03-01,19:00 - 20:00,354.11,354.11,354.11,314.01,408.0,354.11,3,2022
2022-03-01,20:00 - 21:00,315.87,315.87,315.87,315.87,325.0,315.87,3,2022
2022-03-01,21:00 - 22:00,286.0,286.0,286.0,294.01,281.79,286.0,3,2022
2022-03-01,22:00 - 23:00,266.94,266.94,266.94,267.16,270.52,266.94,3,2022
2022-03-01,23:00 - 00:00,260.79,260.79,250.5,260.79,251.01,245.47,3,2022
2022-03-02,00:00 - 01:00,251.04,251.04,251.04,251.04,243.53,251.04,3,2022
2022-03-02,01:00 - 02:00,248.43,248.43,248.43,248.43,228.54,248.43,3,2022
2022-03-02,02:00 - 03:00,242.06,242.06,242.06,242.06,212.47,242.06,3,2022
2022-03-02,03:00 - 04:00,233.14,233.14,233.14,233.14,202.0,233.14,3,2022
2022-03-02,04:00 - 05:00,233.62,233.62,233.62,233.62,201.63,233.62,3,2022
2022-03-02,05:00 - 06:00,250.0,250.0,250.0,250.0,202.71,250.0,3,2022
2022-03-02,06:00 - 07:00,278.54,278.54,270.07,267.32,221.35,291.55,3,2022
2022-03-02,07:00 - 08:00,317.33,329.07,298.7,295.0,245.0,329.07,3,2022
2022-03-02,08:00 - 09:00,331.95,337.09,325.7,305.0,273.0,337.09,3,2022
2022-03-02,09:00 - 10:00,298.1,298.1,298.1,294.27,287.85,298.1,3,2022
2022-03-02,10:00 - 11:00,268.3,268.3,262.32,268.3,266.82,267.85,3,2022
2022-03-02,11:00 - 12:00,256.41,260.0,254.04,256.41,264.0,257.95,3,2022
2022-03-02,12:00 - 13:00,246.25,246.25,240.55,246.25,264.0,245.82,3,2022
2022-03-02,13:00 - 14:00,230.89,234.99,229.31,225.9,261.91,234.99,3,2022
2022-03-02,14:00 - 15:00,234.93,246.42,234.41,208.32,257.29,236.29,3,2022
2022-03-02,15:00 - 16:00,245.96,265.22,243.98,204.15,258.0,249.66,3,2022
2022-03-02,16:00 - 17:00,260.72,275.0,259.59,206.64,256.11,272.58,3,2022
2022-03-02,17:00 - 18:00,297.62,316.56,293.8,225.0,280.22,316.56,3,2022
2022-03-02,18:00 - 19:00,361.13,384.83,356.0,258.62,308.53,384.83,3,2022
2022-03-02,19:00 - 20:00,383.34,385.0,359.86,284.24,332.0,385.0,3,2022
2022-03-02,20:00 - 21:00,310.66,322.82,304.3,297.0,295.0,321.09,3,2022
2022-03-02,21:00 - 22:00,279.99,287.06,274.93,279.99,265.41,288.47,3,2022
2022-03-02,22:00 - 23:00,265.78,265.78,265.78,265.78,265.41,265.78,3,2022
2022-03-02,23:00 - 00:00,250.25,250.25,249.5,250.25,244.0,249.66,3,2022
2022-03-03,00:00 - 01:00,331.16,344.78,331.16,331.16,290.5,331.16,3,2022
2022-03-03,01:00 - 02:00,322.53,322.53,322.53,322.53,284.0,322.53,3,2022
2022-03-03,02:00 - 03:00,316.0,316.88,316.0,316.0,282.0,316.0,3,2022
2022-03-03,03:00 - 04:00,307.01,307.01,307.01,307.01,272.89,307.01,3,2022
2022-03-03,04:00 - 05:00,307.3,307.3,307.3,307.3,279.0,307.3,3,2022
2022-03-03,05:00 - 06:00,332.27,332.27,332.27,332.27,288.88,332.27,3,2022
2022-03-03,06:00 - 07:00,370.78,371.31,370.41,369.69,344.61,371.41,3,2022
2022-03-03,07:00 - 08:00,405.0,405.0,405.0,395.01,399.62,405.0,3,2022
2022-03-03,08:00 - 09:00,400.0,400.0,400.0,400.0,419.94,400.0,3,2022
2022-03-03,09:00 - 10:00,363.17,375.0,365.47,363.17,418.6,359.96,3,2022
2022-03-03,10:00 - 11:00,326.79,370.31,309.17,359.15,441.02,294.76,3,2022
2022-03-03,11:00 - 12:00,329.03,361.18,270.4,356.98,418.64,276.94,3,2022
2022-03-03,12:00 - 13:00,329.26,350.88,298.78,353.5,422.86,266.04,3,2022
2022-03-03,13:00 - 14:00,315.06,348.33,300.1,349.15,438.56,269.92,3,2022
2022-03-03,14:00 - 15:00,301.15,363.55,296.65,324.09,438.56,293.02,3,2022
2022-03-03,15:00 - 16:00,319.58,368.3,319.58,319.58,400.76,319.58,3,2022
2022-03-03,16:00 - 17:00,336.53,375.0,336.53,336.53,364.92,336.53,3,2022
2022-03-03,17:00 - 18:00,398.53,398.53,398.53,345.0,420.28,398.53,3,2022
2022-03-03,18:00 - 19:00,410.0,407.0,410.0,350.0,483.0,410.0,3,2022
2022-03-03,19:00 - 20:00,405.05,405.05,405.05,358.05,619.99,405.05,3,2022
2022-03-03,20:00 - 21:00,390.0,390.0,390.0,360.46,530.0,390.0,3,2022
2022-03-03,21:00 - 22:00,350.0,369.3,350.0,350.0,438.56,350.0,3,2022
2022-03-03,22:00 - 23:00,333.88,363.97,333.88,329.92,376.47,333.88,3,2022
2022-03-03,23:00 - 00:00,319.9,352.33,319.9,260.0,376.17,319.9,3,2022
2022-03-04,00:00 - 01:00,351.07,374.0,351.07,350.0,422.47,351.07,3,2022
2022-03-04,01:00 - 02:00,346.6,366.7,346.6,270.14,393.72,346.6,3,2022
2022-03-04,02:00 - 03:00,329.4,337.63,329.4,269.5,387.84,329.4,3,2022
2022-03-04,03:00 - 04:00,304.05,329.0,304.05,267.39,373.1,304.05,3,2022
2022-03-04,04:00 - 05:00,315.0,337.7,315.0,264.61,352.79,315.0,3,2022
2022-03-04,05:00 - 06:00,349.07,366.87,349.07,266.75,370.0,349.07,3,2022
2022-03-04,06:00 - 07:00,398.6,398.6,398.6,269.6,397.0,398.6,3,2022
2022-03-04,07:00 - 08:00,410.0,410.0,410.0,372.76,405.15,410.0,3,2022
2022-03-04,08:00 - 09:00,410.05,410.05,410.05,381.81,441.0,410.05,3,2022
2022-03-04,09:00 - 10:00,385.16,407.5,385.16,375.0,433.02,385.16,3,2022
2022-03-04,10:00 - 11:00,373.95,395.23,381.51,371.33,436.0,362.95,3,2022
2022-03-04,11:00 - 12:00,351.1,381.6,352.0,330.08,422.73,349.78,3,2022
2022-03-04,12:00 - 13:00,343.71,374.4,324.41,343.71,513.51,310.69,3,2022
2022-03-04,13:00 - 14:00,309.97,375.0,315.0,309.97,531.0,292.16,3,2022
2022-03-04,14:00 - 15:00,316.3,375.75,316.3,316.3,447.2,307.43,3,2022
2022-03-04,15:00 - 16:00,331.91,381.6,331.48,331.91,423.0,329.95,3,2022
2022-03-04,16:00 - 17:00,355.77,395.15,355.77,355.77,411.13,355.77,3,2022
2022-03-04,17:00 - 18:00,380.94,406.0,380.94,380.94,453.74,380.94,3,2022
2022-03-04,18:00 - 19:00,410.0,410.0,410.0,392.91,578.0,410.0,3,2022
2022-03-04,19:00 - 20:00,410.0,410.0,410.0,410.0,668.0,410.0,3,2022
2022-03-04,20:00 - 21:00,400.08,405.22,400.08,400.08,593.68,400.08,3,2022
2022-03-04,21:00 - 22:00,390.2,395.23,396.64,390.2,438.15,381.83,3,2022
2022-03-04,22:00 - 23:00,384.6,384.6,404.43,384.6,435.72,359.07,3,2022
2022-03-04,23:00 - 00:00,371.33,371.33,379.33,371.33,400.26,361.01,3,2022
2022-03-05,00:00 - 01:00,376.5,376.5,386.91,376.5,417.99,363.87,3,2022
2022-03-05,01:00 - 02:00,360.0,360.0,360.0,360.0,405.57,360.0,3,2022
2022-03-05,02:00 - 03:00,350.0,350.0,350.0,350.0,400.15,350.0,3,2022
2022-03-05,03:00 - 04:00,330.0,345.62,330.0,330.0,376.0,330.0,3,2022
2022-03-05,04:00 - 05:00,338.85,338.85,338.85,338.85,350.67,338.85,3,2022
2022-03-05,05:00 - 06:00,347.04,347.04,347.04,347.04,347.0,347.04,3,2022
2022-03-05,06:00 - 07:00,369.0,369.0,369.0,369.0,349.82,369.0,3,2022
2022-03-05,07:00 - 08:00,378.1,385.0,378.1,378.1,369.0,378.1,3,2022
2022-03-05,08:00 - 09:00,370.53,403.0,370.53,370.53,390.9,370.53,3,2022
2022-03-05,09:00 - 10:00,369.14,391.0,402.4,370.0,383.4,322.34,3,2022
2022-03-05,10:00 - 11:00,359.45,360.2,409.3,365.04,408.22,293.81,3,2022
2022-03-05,11:00 - 12:00,327.33,346.9,355.87,362.11,430.0,290.57,3,2022
2022-03-05,12:00 - 13:00,326.18,330.44,301.65,360.0,421.0,279.3,3,2022
2022-03-05,13:00 - 14:00,302.01,313.0,314.0,365.04,450.58,260.35,3,2022
2022-03-05,14:00 - 15:00,265.53,313.0,264.73,362.11,420.7,260.56,3,2022
2022-03-05,15:00 - 16:00,301.36,321.8,301.36,311.0,395.9,301.36,3,2022
2022-03-05,16:00 - 17:00,339.99,347.47,339.99,343.5,386.55,339.99,3,2022
2022-03-05,17:00 - 18:00,385.63,385.63,385.63,385.63,400.1,385.63,3,2022
2022-03-05,18:00 - 19:00,405.78,405.78,405.78,405.78,450.0,405.78,3,2022
2022-03-05,19:00 - 20:00,409.3,409.3,409.3,409.3,556.0,409.3,3,2022
2022-03-05,20:00 - 21:00,400.0,405.03,400.0,400.0,443.1,400.0,3,2022
2022-03-05,21:00 - 22:00,377.25,391.0,377.25,390.51,407.46,377.25,3,2022
2022-03-05,22:00 - 23:00,369.63,369.63,369.63,382.11,394.6,369.63,3,2022
2022-03-05,23:00 - 00:00,362.4,362.4,362.4,365.04,376.7,362.4,3,2022
2022-03-06,00:00 - 01:00,390.61,405.22,390.61,390.61,443.93,390.61,3,2022
2022-03-06,01:00 - 02:00,353.0,374.0,353.0,353.0,427.49,353.0,3,2022
2022-03-06,02:00 - 03:00,345.16,364.0,345.16,345.16,425.67,345.16,3,2022
2022-03-06,03:00 - 04:00,334.21,347.4,334.21,334.21,388.06,334.21,3,2022
2022-03-06,04:00 - 05:00,339.44,341.69,339.44,339.44,374.61,339.44,3,2022
2022-03-06,05:00 - 06:00,342.09,350.01,342.09,342.09,374.61,342.09,3,2022
2022-03-06,06:00 - 07:00,350.13,374.99,350.0,350.13,375.0,350.06,3,2022
2022-03-06,07:00 - 08:00,365.86,366.9,315.0,365.86,391.0,340.44,3,2022
