date,hour,france,italy,belgium,spain,uk,germany,month,year
2022-08-23,03:00 - 04:00,500.57,500.57,500.57,148.6,416.0,500.57,8,2022
2022-08-23,04:00 - 05:00,503.32,503.32,503.32,150.0,409.79,503.32,8,2022
2022-08-23,05:00 - 06:00,531.02,531.02,531.02,155.0,419.39,531.02,8,2022
2022-08-23,06:00 - 07:00,627.95,627.95,627.95,180.44,438.99,627.95,8,2022
2022-08-23,07:00 - 08:00,668.21,668.21,668.21,184.84,460.17,668.21,8,2022
2022-08-23,08:00 - 09:00,680.0,680.0,680.0,182.8,502.5,680.0,8,2022
2022-08-23,09:00 - 10:00,640.1,640.1,640.1,157.7,559.3,640.1,8,2022
2022-08-23,10:00 - 11:00,614.01,614.01,614.01,159.0,577.0,614.01,8,2022
2022-08-23,11:00 - 12:00,593.34,593.34,538.65,162.75,559.3,551.4,8,2022
2022-08-23,12:00 - 13:00,577.87,577.87,511.33,169.84,550.42,518.71,8,2022
2022-08-23,13:00 - 14:00,568.42,568.42,496.33,184.84,550.0,518.46,8,2022
2022-08-23,14:00 - 15:00,558.17,558.17,550.03,185.04,540.0,549.81,8,2022
2022-08-23,15:00 - 16:00,574.77,574.77,572.82,180.19,535.06,572.78,8,2022
2022-08-23,16:00 - 17:00,604.43,604.43,604.43,170.07,518.05,604.43,8,2022
2022-08-23,17:00 - 18:00,648.15,648.15,648.15,170.0,550.0,648.15,8,2022
2022-08-23,18:00 - 19:00,713.65,713.65,713.65,182.74,536.22,713.65,8,2022
2022-08-23,19:00 - 20:00,794.95,760.0,794.95,206.4,536.22,794.95,8,2022
2022-08-23,20:00 - 21:00,771.0,770.0,771.0,235.51,527.87,771.0,8,2022
2022-08-23,21:00 - 22:00,708.83,700.0,708.83,250.0,516.12,708.83,8,2022
2022-08-23,22:00 - 23:00,644.0,641.69,644.0,239.18,507.77,644.0,8,2022
2022-08-23,23:00 - 00:00,599.99,599.99,599.99,217.97,491.57,599.99,8,2022
2022-08-24,00:00 - 01:00,581.8,608.34,581.8,215.58,495.0,581.8,8,2022
2022-08-24,01:00 - 02:00,550.0,581.86,550.0,209.56,480.0,550.0,8,2022
2022-08-24,02:00 - 03:00,550.19,570.5,550.19,210.06,456.55,550.19,8,2022
2022-08-24,03:00 - 04:00,535.98,535.98,535.98,208.23,449.53,535.98,8,2022
2022-08-24,04:00 - 05:00,539.01,539.01,539.01,208.01,445.0,539.01,8,2022
2022-08-24,05:00 - 06:00,574.18,574.18,574.18,200.0,435.51,574.18,8,2022
2022-08-24,06:00 - 07:00,648.0,648.0,648.0,183.91,431.92,648.0,8,2022
2022-08-24,07:00 - 08:00,683.25,683.25,683.25,207.74,438.22,683.25,8,2022
2022-08-24,08:00 - 09:00,694.26,694.26,694.26,208.14,499.54,694.26,8,2022
2022-08-24,09:00 - 10:00,649.92,649.92,649.92,200.99,592.55,649.92,8,2022
2022-08-24,10:00 - 11:00,679.59,652.46,534.84,151.17,591.36,588.06,8,2022
2022-08-24,11:00 - 12:00,661.62,624.79,527.36,147.6,560.0,576.89,8,2022
2022-08-24,12:00 - 13:00,612.12,612.12,462.98,148.5,498.54,516.12,8,2022
2022-08-24,13:00 - 14:00,611.58,611.58,502.74,160.6,485.0,541.97,8,2022
2022-08-24,14:00 - 15:00,621.25,621.25,501.7,150.0,454.3,545.11,8,2022
2022-08-24,15:00 - 16:00,616.22,616.22,555.75,140.35,441.56,577.34,8,2022
2022-08-24,16:00 - 17:00,631.09,631.09,584.08,140.07,438.62,613.48,8,2022
2022-08-24,17:00 - 18:00,672.33,672.33,672.33,143.98,440.0,672.33,8,2022
2022-08-24,18:00 - 19:00,750.0,750.0,750.0,148.0,447.5,750.0,8,2022
2022-08-24,19:00 - 20:00,850.0,770.0,850.0,204.86,460.0,850.0,8,2022
2022-08-24,20:00 - 21:00,783.56,770.0,783.56,220.78,460.0,783.56,8,2022
2022-08-24,21:00 - 22:00,724.78,724.78,724.78,236.79,473.85,724.96,8,2022
2022-08-24,22:00 - 23:00,659.37,659.37,659.37,223.24,498.54,659.37,8,2022
2022-08-24,23:00 - 00:00,612.79,612.79,571.15,218.69,463.09,578.42,8,2022
2022-08-25,00:00 - 01:00,553.56,564.3,503.78,201.27,454.0,535.2,8,2022
2022-08-25,01:00 - 02:00,522.92,543.63,522.92,155.0,448.64,522.92,8,2022
2022-08-25,02:00 - 03:00,520.07,540.72,520.07,152.0,446.19,520.07,8,2022
2022-08-25,03:00 - 04:00,513.06,513.45,513.06,151.0,439.49,513.06,8,2022
2022-08-25,04:00 - 05:00,518.6,518.6,518.6,148.1,439.49,518.6,8,2022
2022-08-25,05:00 - 06:00,530.07,530.07,530.07,143.98,448.41,530.07,8,2022
2022-08-25,06:00 - 07:00,606.14,606.14,606.22,152.0,463.0,606.61,8,2022
2022-08-25,07:00 - 08:00,667.71,663.24,667.71,180.33,468.0,668.24,8,2022
2022-08-25,08:00 - 09:00,689.59,688.4,689.78,180.83,532.52,689.87,8,2022
2022-08-25,09:00 - 10:00,641.77,638.52,637.72,191.23,556.5,639.34,8,2022
2022-08-25,10:00 - 11:00,610.55,610.55,572.01,154.0,550.0,576.99,8,2022
2022-08-25,11:00 - 12:00,618.09,598.38,492.5,140.35,519.17,535.04,8,2022
2022-08-25,12:00 - 13:00,653.15,619.82,434.26,140.35,540.0,505.88,8,2022
2022-08-25,13:00 - 14:00,611.58,611.58,488.32,150.0,503.7,504.19,8,2022
2022-08-25,14:00 - 15:00,664.03,627.81,417.35,143.1,499.56,502.59,8,2022
2022-08-25,15:00 - 16:00,630.59,619.82,500.0,140.35,475.0,524.96,8,2022
2022-08-25,16:00 - 17:00,645.35,645.0,564.35,133.1,465.0,564.35,8,2022
2022-08-25,17:00 - 18:00,686.8,686.8,686.8,133.1,489.0,686.8,8,2022
2022-08-25,18:00 - 19:00,714.23,714.23,714.23,145.99,500.56,714.23,8,2022
2022-08-25,19:00 - 20:00,766.79,766.79,766.79,155.36,494.98,766.79,8,2022
2022-08-25,20:00 - 21:00,760.0,760.0,760.0,203.12,475.0,760.0,8,2022
2022-08-25,21:00 - 22:00,710.0,710.0,710.0,209.26,475.0,710.0,8,2022
2022-08-25,22:00 - 23:00,673.4,673.4,673.4,201.27,465.0,673.4,8,2022
2022-08-25,23:00 - 00:00,626.73,626.73,626.73,180.0,440.0,626.73,8,2022
2022-08-26,00:00 - 01:00,607.15,697.87,607.15,200.39,507.8,607.15,8,2022
2022-08-26,01:00 - 02:00,580.07,654.78,580.07,148.78,499.38,580.07,8,2022
2022-08-26,02:00 - 03:00,572.53,647.36,572.53,135.1,492.95,572.53,8,2022
2022-08-26,03:00 - 04:00,571.04,634.24,571.04,125.0,475.0,571.04,8,2022
2022-08-26,04:00 - 05:00,569.21,631.71,569.21,125.62,472.11,569.21,8,2022
2022-08-26,05:00 - 06:00,598.99,650.0,598.99,125.62,472.11,598.99,8,2022
2022-08-26,06:00 - 07:00,750.0,750.0,750.0,135.67,487.3,750.0,8,2022
2022-08-26,07:00 - 08:00,769.23,769.23,769.23,185.0,492.06,769.23,8,2022
2022-08-26,08:00 - 09:00,802.99,802.99,802.97,166.0,591.8,802.99,8,2022
2022-08-26,09:00 - 10:00,781.62,781.62,781.62,137.73,601.31,781.62,8,2022
2022-08-26,10:00 - 11:00,763.2,763.2,763.2,130.0,600.0,763.2,8,2022
2022-08-26,11:00 - 12:00,750.03,750.03,750.03,130.0,600.0,750.03,8,2022
2022-08-26,12:00 - 13:00,721.56,721.56,701.86,142.95,599.47,702.33,8,2022
2022-08-26,13:00 - 14:00,714.81,714.81,683.54,199.99,600.0,676.88,8,2022
2022-08-26,14:00 - 15:00,701.18,701.18,653.66,192.0,599.0,643.55,8,2022
2022-08-26,15:00 - 16:00,686.87,706.08,668.93,193.66,591.8,665.93,8,2022
2022-08-26,16:00 - 17:00,714.2,715.91,689.62,199.99,598.76,685.56,8,2022
2022-08-26,17:00 - 18:00,750.07,750.55,750.01,200.0,599.0,750.01,8,2022
2022-08-26,18:00 - 19:00,770.0,770.0,770.0,203.12,600.0,770.0,8,2022
2022-08-26,19:00 - 20:00,780.65,780.65,779.98,214.69,600.0,780.0,8,2022
2022-08-26,20:00 - 21:00,778.61,778.61,778.53,224.01,585.7,778.54,8,2022
2022-08-26,21:00 - 22:00,770.0,770.0,770.0,243.86,566.53,770.0,8,2022
2022-08-26,22:00 - 23:00,747.74,747.74,747.74,233.65,559.85,747.74,8,2022
2022-08-26,23:00 - 00:00,700.0,701.42,700.0,215.0,513.36,700.0,8,2022
2022-08-27,00:00 - 01:00,685.14,747.87,685.14,185.31,537.07,685.14,8,2022
2022-08-27,01:00 - 02:00,644.2,705.82,644.2,170.0,514.85,644.2,8,2022
2022-08-27,02:00 - 03:00,636.8,694.0,636.8,148.86,502.62,636.8,8,2022
2022-08-27,03:00 - 04:00,587.9,681.29,587.9,142.92,491.08,587.9,8,2022
2022-08-27,04:00 - 05:00,563.47,680.29,563.47,150.1,491.08,563.47,8,2022
2022-08-27,05:00 - 06:00,573.1,675.29,573.1,160.1,489.0,573.1,8,2022
2022-08-27,06:00 - 07:00,580.9,715.82,580.9,169.26,492.04,580.9,8,2022
2022-08-27,07:00 - 08:00,636.0,764.91,636.0,160.07,500.0,636.0,8,2022
2022-08-27,08:00 - 09:00,682.59,700.0,682.59,150.1,524.08,682.59,8,2022
2022-08-27,09:00 - 10:00,685.95,685.95,685.95,140.0,587.2,685.95,8,2022
2022-08-27,10:00 - 11:00,660.75,662.37,660.75,130.0,586.0,660.75,8,2022
2022-08-27,11:00 - 12:00,643.46,643.46,535.91,127.0,571.8,601.84,8,2022
2022-08-27,12:00 - 13:00,630.04,630.04,498.87,128.0,556.0,578.03,8,2022
2022-08-27,13:00 - 14:00,592.0,616.17,487.3,129.0,525.92,488.82,8,2022
2022-08-27,14:00 - 15:00,548.66,616.17,496.0,129.0,514.0,500.16,8,2022
2022-08-27,15:00 - 16:00,530.19,643.46,454.57,128.0,507.07,461.73,8,2022
2022-08-27,16:00 - 17:00,531.09,662.37,484.49,128.0,513.85,489.19,8,2022
2022-08-27,17:00 - 18:00,588.34,703.9,550.34,129.17,540.7,554.67,8,2022
2022-08-27,18:00 - 19:00,694.66,800.0,669.88,137.0,610.0,669.91,8,2022
2022-08-27,19:00 - 20:00,722.04,850.0,699.0,179.99,653.17,704.62,8,2022
2022-08-27,20:00 - 21:00,713.32,870.0,686.87,220.0,633.35,700.06,8,2022
2022-08-27,21:00 - 22:00,668.78,850.0,665.9,242.82,618.35,665.98,8,2022
2022-08-27,22:00 - 23:00,659.94,802.11,659.94,239.18,595.27,659.94,8,2022
2022-08-27,23:00 - 00:00,583.57,749.99,580.12,217.05,523.0,576.39,8,2022
2022-08-28,00:00 - 01:00,585.03,719.0,585.03,220.0,519.55,585.03,8,2022
2022-08-28,01:00 - 02:00,491.4,709.95,491.4,210.0,505.33,491.4,8,2022
2022-08-28,02:00 - 03:00,467.7,713.36,467.7,185.25,512.32,467.7,8,2022
2022-08-28,03:00 - 04:00,430.0,677.36,430.0,177.31,492.74,430.0,8,2022
2022-08-28,04:00 - 05:00,425.97,678.36,425.97,166.39,491.3,425.97,8,2022
2022-08-28,05:00 - 06:00,409.92,693.36,409.92,166.29,485.33,409.92,8,2022
2022-08-28,06:00 - 07:00,427.29,662.15,427.29,173.34,485.33,427.29,8,2022
2022-08-28,07:00 - 08:00,441.91,627.23,441.91,129.99,485.33,441.91,8,2022
2022-08-28,08:00 - 09:00,467.45,630.0,467.45,120.0,479.7,467.45,8,2022
2022-08-28,09:00 - 10:00,437.62,631.16,437.62,107.0,479.7,437.62,8,2022
2022-08-28,10:00 - 11:00,404.07,616.17,329.99,70.25,503.25,275.09,8,2022
2022-08-28,11:00 - 12:00,440.64,606.11,242.3,57.91,529.0,256.88,8,2022
2022-08-28,12:00 - 13:00,478.02,597.64,51.39,67.75,529.0,115.98,8,2022
2022-08-28,13:00 - 14:00,375.7,550.9,20.02,68.0,514.85,75.8,8,2022
2022-08-28,14:00 - 15:00,405.3,583.1,127.22,68.0,492.05,13.29,8,2022
2022-08-28,15:00 - 16:00,419.14,598.48,50.01,68.0,489.0,62.16,8,2022
2022-08-28,16:00 - 17:00,431.93,610.04,230.72,68.0,494.62,105.92,8,2022
2022-08-28,17:00 - 18:00,372.2,630.0,359.89,85.3,513.85,336.2,8,2022
2022-08-28,18:00 - 19:00,585.9,685.95,580.0,110.0,581.0,579.24,8,2022
2022-08-28,19:00 - 20:00,685.65,764.79,675.18,130.0,578.0,676.4,8,2022
2022-08-28,20:00 - 21:00,702.95,800.0,700.0,210.87,539.0,700.75,8,2022
2022-08-28,21:00 - 22:00,648.2,820.0,646.37,225.0,520.0,646.06,8,2022
2022-08-28,22:00 - 23:00,606.7,800.0,606.7,225.0,503.25,606.7,8,2022
2022-08-28,23:00 - 00:00,590.03,738.81,590.03,220.2,485.33,590.03,8,2022
2022-08-29,00:00 - 01:00,590.85,620.32,590.85,215.49,474.9,590.85,8,2022
2022-08-29,01:00 - 02:00,544.14,610.15,544.14,201.44,421.6,544.14,8,2022
2022-08-29,02:00 - 03:00,523.3,598.8,523.3,180.0,410.0,523.3,8,2022
2022-08-29,03:00 - 04:00,521.6,579.9,517.81,160.0,401.59,521.03,8,2022
2022-08-29,04:00 - 05:00,516.62,590.6,516.07,173.92,401.59,516.07,8,2022
2022-08-29,05:00 - 06:00,585.98,602.89,578.44,179.33,401.59,582.36,8,2022
2022-08-29,06:00 - 07:00,707.08,707.08,681.83,200.25,414.93,696.75,8,2022
2022-08-29,07:00 - 08:00,769.92,769.92,769.92,204.73,425.93,769.92,8,2022
2022-08-29,08:00 - 09:00,796.82,805.05,791.3,216.88,500.0,793.99,8,2022
2022-08-29,09:00 - 10:00,847.68,847.68,592.0,210.71,593.2,668.06,8,2022
2022-08-29,10:00 - 11:00,722.55,765.4,558.17,190.0,593.2,661.36,8,2022
2022-08-29,11:00 - 12:00,785.47,785.47,548.18,169.57,593.2,574.27,8,2022
2022-08-29,12:00 - 13:00,800.0,800.0,487.0,160.91,560.0,548.77,8,2022
2022-08-29,13:00 - 14:00,765.4,765.4,518.97,145.0,517.98,553.42,8,2022
2022-08-29,14:00 - 15:00,810.7,810.7,545.26,139.99,501.0,541.57,8,2022
2022-08-29,15:00 - 16:00,809.3,848.63,528.49,132.9,500.0,548.41,8,2022
2022-08-29,16:00 - 17:00,792.96,806.0,528.81,136.94,523.9,645.73,8,2022
2022-08-29,17:00 - 18:00,817.61,817.61,695.0,143.86,593.2,773.91,8,2022
2022-08-29,18:00 - 19:00,851.81,851.81,789.42,180.31,615.0,837.66,8,2022
2022-08-29,19:00 - 20:00,871.0,871.0,871.0,213.86,600.0,871.0,8,2022
2022-08-29,20:00 - 21:00,860.89,860.89,860.89,239.01,522.73,860.89,8,2022
2022-08-29,21:00 - 22:00,800.0,800.0,800.0,253.07,500.0,800.0,8,2022
2022-08-29,22:00 - 23:00,762.49,762.49,759.89,247.48,600.0,762.48,8,2022
2022-08-29,23:00 - 00:00,753.09,753.09,544.91,226.46,502.33,615.91,8,2022
2022-08-30,00:00 - 01:00,617.49,617.49,617.49,227.49,466.04,617.49,8,2022
2022-08-30,01:00 - 02:00,595.07,608.31,595.07,220.0,435.92,595.07,8,2022
2022-08-30,02:00 - 03:00,585.01,585.01,585.01,215.02,436.0,585.01,8,2022
2022-08-30,03:00 - 04:00,584.96,584.96,584.96,211.65,423.86,584.96,8,2022
2022-08-30,04:00 - 05:00,571.94,596.01,506.31,215.0,415.22,594.99,8,2022
2022-08-30,05:00 - 06:00,612.55,612.55,612.55,215.62,418.97,612.55,8,2022
2022-08-30,06:00 - 07:00,758.51,758.51,755.24,220.0,412.56,763.3,8,2022
2022-08-30,07:00 - 08:00,778.06,778.06,778.06,228.0,475.0,778.06,8,2022
2022-08-30,08:00 - 09:00,791.31,791.31,791.31,229.74,489.0,791.31,8,2022
2022-08-30,09:00 - 10:00,766.0,766.0,748.71,215.77,595.78,759.95,8,2022
2022-08-30,10:00 - 11:00,753.98,753.98,649.6,191.8,596.79,664.79,8,2022
2022-08-30,11:00 - 12:00,757.54,757.54,550.0,180.0,582.11,580.26,8,2022
2022-08-30,12:00 - 13:00,776.33,776.33,495.12,174.78,585.0,569.34,8,2022
2022-08-30,13:00 - 14:00,737.0,737.0,468.94,175.19,577.0,571.95,8,2022
2022-08-30,14:00 - 15:00,770.02,770.02,536.33,172.59,531.0,553.98,8,2022
2022-08-30,15:00 - 16:00,790.27,790.27,500.01,160.1,520.74,581.3,8,2022
2022-08-30,16:00 - 17:00,805.11,820.0,500.01,160.0,542.35,573.89,8,2022
2022-08-30,17:00 - 18:00,786.68,811.53,677.4,169.86,626.34,746.77,8,2022
2022-08-30,18:00 - 19:00,807.2,807.2,692.0,174.78,625.0,793.71,8,2022
2022-08-30,19:00 - 20:00,859.45,859.45,709.82,197.65,639.0,855.46,8,2022
2022-08-30,20:00 - 21:00,870.0,870.0,735.74,221.51,600.0,765.99,8,2022
2022-08-30,21:00 - 22:00,1021.73,870.0,604.28,237.0,575.3,705.0,8,2022
2022-08-30,22:00 - 23:00,755.0,755.0,651.19,223.31,555.0,626.74,8,2022
2022-08-30,23:00 - 00:00,701.03,701.03,597.91,210.25,499.0,573.8,8,2022
2022-08-31,00:00 - 01:00,576.02,576.02,450.01,227.82,418.7,531.48,8,2022
2022-08-31,01:00 - 02:00,547.24,547.24,486.35,195.0,401.25,523.31,8,2022
2022-08-31,02:00 - 03:00,547.24,547.24,533.27,184.95,400.12,541.87,8,2022
2022-08-31,03:00 - 04:00,543.76,543.76,424.84,181.69,391.28,498.16,8,2022
2022-08-31,04:00 - 05:00,541.83,541.83,541.83,181.79,391.28,541.83,8,2022
2022-08-31,05:00 - 06:00,547.97,565.03,532.4,184.95,391.28,543.26,8,2022
2022-08-31,06:00 - 07:00,649.99,649.99,649.99,186.24,390.0,649.99,8,2022
2022-08-31,07:00 - 08:00,707.89,707.89,462.0,224.99,427.38,724.46,8,2022
2022-08-31,08:00 - 09:00,720.14,720.14,540.9,225.82,426.13,736.97,8,2022
2022-08-31,09:00 - 10:00,684.55,684.55,652.69,220.0,491.59,697.72,8,2022
2022-08-31,10:00 - 11:00,645.6,645.6,489.5,186.84,473.33,633.31,8,2022
2022-08-31,11:00 - 12:00,699.06,638.27,450.0,167.08,440.0,644.83,8,2022
2022-08-31,12:00 - 13:00,669.38,601.9,423.39,161.92,426.0,552.93,8,2022
2022-08-31,13:00 - 14:00,696.5,601.9,412.11,165.0,426.13,529.08,8,2022
2022-08-31,14:00 - 15:00,713.2,638.27,445.0,159.5,399.04,496.98,8,2022
2022-08-31,15:00 - 16:00,659.61,640.27,460.0,156.8,399.0,519.64,8,2022
2022-08-31,16:00 - 17:00,645.9,645.9,445.4,156.25,430.0,541.81,8,2022
2022-08-31,17:00 - 18:00,674.9,674.9,550.0,156.68,468.64,641.74,8,2022
2022-08-31,18:00 - 19:00,693.08,693.08,663.28,158.8,508.0,720.67,8,2022
2022-08-31,19:00 - 20:00,743.53,743.53,618.3,179.94,512.67,750.0,8,2022
2022-08-31,20:00 - 21:00,759.99,759.99,631.04,220.0,494.0,714.45,8,2022
2022-08-31,21:00 - 22:00,706.07,706.07,624.0,227.0,478.54,677.26,8,2022
2022-08-31,22:00 - 23:00,667.21,639.3,504.5,208.0,444.15,563.52,8,2022
2022-08-31,23:00 - 00:00,601.9,601.9,397.4,178.04,398.01,532.51,8,2022
2022-09-01,00:00 - 01:00,571.39,571.39,331.7,200.0,334.45,490.77,9,2022
2022-09-01,01:00 - 02:00,532.14,540.0,389.4,181.99,356.0,484.36,9,2022
2022-09-01,02:00 - 03:00,535.86,535.86,389.4,178.54,360.24,486.34,9,2022
2022-09-01,03:00 - 04:00,514.95,524.87,409.91,178.54,351.34,480.02,9,2022
2022-09-01,04:00 - 05:00,494.61,525.0,494.99,181.23,351.18,495.18,9,2022
2022-09-01,05:00 - 06:00,532.8,547.86,532.8,189.65,353.0,532.8,9,2022
2022-09-01,06:00 - 07:00,646.44,646.44,600.0,198.64,361.17,644.71,9,2022
2022-09-01,07:00 - 08:00,690.38,690.38,628.7,227.31,362.17,669.21,9,2022
2022-09-01,08:00 - 09:00,719.2,780.0,562.0,228.4,421.0,665.46,9,2022
2022-09-01,09:00 - 10:00,654.68,840.0,536.0,225.0,485.0,614.15,9,2022
2022-09-01,10:00 - 11:00,624.42,769.5,500.0,197.65,466.21,567.93,9,2022
2022-09-01,11:00 - 12:00,615.16,720.0,432.29,179.25,446.67,522.02,9,2022
2022-09-01,12:00 - 13:00,680.0,680.0,407.61,178.65,401.0,495.26,9,2022
2022-09-01,13:00 - 14:00,633.62,675.64,458.0,179.0,409.11,491.55,9,2022
2022-09-01,14:00 - 15:00,647.98,720.0,420.5,175.08,411.0,511.25,9,2022
2022-09-01,15:00 - 16:00,635.07,720.0,420.54,148.6,410.74,539.65,9,2022
2022-09-01,16:00 - 17:00,618.23,750.0,458.0,149.7,456.62,559.97,9,2022
2022-09-01,17:00 - 18:00,680.71,762.0,556.0,157.68,487.25,631.45,9,2022
2022-09-01,18:00 - 19:00,759.75,759.75,567.2,176.12,495.63,686.23,9,2022
2022-09-01,19:00 - 20:00,800.0,800.0,617.77,210.0,498.4,729.9,9,2022
2022-09-01,20:00 - 21:00,775.75,775.75,582.62,230.01,487.25,702.09,9,2022
2022-09-01,21:00 - 22:00,675.38,675.38,574.0,250.0,467.0,640.72,9,2022
2022-09-01,22:00 - 23:00,614.3,614.3,521.6,228.4,418.0,572.54,9,2022
2022-09-01,23:00 - 00:00,602.27,602.27,475.18,191.23,340.72,495.19,9,2022
2022-09-02,00:00 - 01:00,456.05,492.76,456.05,157.39,298.03,456.05,9,2022
2022-09-02,01:00 - 02:00,418.74,465.51,418.74,141.98,274.33,418.74,9,2022
2022-09-02,02:00 - 03:00,395.35,440.0,395.35,137.76,261.74,395.35,9,2022
2022-09-02,03:00 - 04:00,362.68,430.5,362.68,137.54,266.76,362.68,9,2022
2022-09-02,04:00 - 05:00,391.73,430.5,391.73,137.76,267.47,391.73,9,2022
2022-09-02,05:00 - 06:00,445.42,453.64,445.42,140.92,268.66,445.42,9,2022
2022-09-02,06:00 - 07:00,532.06,532.06,532.07,140.92,275.53,532.08,9,2022
2022-09-02,07:00 - 08:00,566.1,566.1,566.1,193.18,299.0,566.1,9,2022
2022-09-02,08:00 - 09:00,582.77,582.77,580.53,200.0,399.0,581.97,9,2022
2022-09-02,09:00 - 10:00,562.0,562.0,525.84,194.72,429.31,529.89,9,2022
2022-09-02,10:00 - 11:00,529.52,532.06,507.65,152.79,425.0,497.53,9,2022
2022-09-02,11:00 - 12:00,544.57,544.57,442.34,140.92,432.4,404.22,9,2022
2022-09-02,12:00 - 13:00,558.84,558.84,342.0,149.0,393.61,260.08,9,2022
2022-09-02,13:00 - 14:00,532.06,532.06,316.0,146.78,379.64,238.59,9,2022
2022-09-02,14:00 - 15:00,541.68,541.68,322.34,139.64,340.76,244.16,9,2022
2022-09-02,15:00 - 16:00,449.98,543.39,320.23,130.0,339.0,309.98,9,2022
2022-09-02,16:00 - 17:00,474.87,541.68,412.39,119.77,349.0,367.53,9,2022
2022-09-02,17:00 - 18:00,521.69,547.74,487.85,120.77,409.0,489.39,9,2022
2022-09-02,18:00 - 19:00,563.43,563.43,554.95,129.98,418.0,550.1,9,2022
2022-09-02,19:00 - 20:00,640.26,640.26,597.27,141.98,416.0,574.34,9,2022
2022-09-02,20:00 - 21:00,627.36,627.36,558.27,194.65,379.0,562.86,9,2022
2022-09-02,21:00 - 22:00,613.44,613.44,473.26,205.27,364.21,401.96,9,2022
2022-09-02,22:00 - 23:00,557.83,557.83,327.48,160.0,275.25,343.25,9,2022
2022-09-02,23:00 - 00:00,532.06,532.06,211.1,137.54,256.37,210.06,9,2022
2022-09-03,00:00 - 01:00,579.54,579.54,298.7,149.95,295.0,230.18,9,2022
2022-09-03,01:00 - 02:00,435.01,478.89,316.4,137.64,291.49,244.97,9,2022
2022-09-03,02:00 - 03:00,395.42,471.87,288.28,124.01,283.13,262.46,9,2022
2022-09-03,03:00 - 04:00,250.15,491.77,250.01,117.79,259.95,249.99,9,2022
2022-09-03,04:00 - 05:00,266.48,479.65,238.69,136.12,256.26,235.3,9,2022
2022-09-03,05:00 - 06:00,291.67,473.65,291.67,141.17,261.15,291.67,9,2022
2022-09-03,06:00 - 07:00,275.0,468.17,275.0,151.99,275.45,275.0,9,2022
2022-09-03,07:00 - 08:00,370.08,468.17,370.08,149.99,299.3,370.08,9,2022
2022-09-03,08:00 - 09:00,403.11,468.17,396.16,155.44,291.13,400.43,9,2022
2022-09-03,09:00 - 10:00,470.51,470.51,412.2,137.64,343.87,378.67,9,2022
2022-09-03,10:00 - 11:00,462.65,462.65,294.52,101.0,345.0,206.73,9,2022
2022-09-03,11:00 - 12:00,450.19,450.19,304.24,96.44,307.17,128.28,9,2022
2022-09-03,12:00 - 13:00,451.77,451.77,246.42,93.5,294.92,75.27,9,2022
2022-09-03,13:00 - 14:00,415.07,429.72,217.68,91.5,281.28,51.01,9,2022
2022-09-03,14:00 - 15:00,398.84,430.32,243.91,80.0,267.78,77.55,9,2022
2022-09-03,15:00 - 16:00,380.93,436.43,244.95,50.0,259.68,165.93,9,2022
2022-09-03,16:00 - 17:00,310.37,440.51,246.88,23.77,260.89,249.98,9,2022
2022-09-03,17:00 - 18:00,411.43,465.26,400.53,30.0,281.5,401.54,9,2022
2022-09-03,18:00 - 19:00,453.63,468.17,453.63,68.1,330.09,453.63,9,2022
2022-09-03,19:00 - 20:00,530.0,530.0,530.0,95.5,340.16,530.0,9,2022
2022-09-03,20:00 - 21:00,575.66,575.66,508.28,163.9,333.52,514.93,9,2022
2022-09-03,21:00 - 22:00,476.65,476.65,404.94,206.8,337.54,411.0,9,2022
2022-09-03,22:00 - 23:00,476.65,476.65,378.02,203.16,294.92,381.71,9,2022
2022-09-03,23:00 - 00:00,468.17,468.17,313.17,155.96,270.57,319.72,9,2022
2022-09-04,00:00 - 01:00,430.39,430.39,342.72,200.7,269.37,210.27,9,2022
2022-09-04,01:00 - 02:00,296.57,412.77,255.45,180.0,250.0,204.77,9,2022
2022-09-04,02:00 - 03:00,286.73,399.99,203.84,176.0,241.67,200.05,9,2022
2022-09-04,03:00 - 04:00,209.34,397.69,203.3,179.0,230.96,204.16,9,2022
2022-09-04,04:00 - 05:00,223.93,391.98,219.44,180.0,223.34,220.08,9,2022
2022-09-04,05:00 - 06:00,330.44,387.89,204.87,185.0,206.53,222.72,9,2022
2022-09-04,06:00 - 07:00,211.07,386.51,211.07,190.3,207.81,211.07,9,2022
2022-09-04,07:00 - 08:00,226.39,380.52,226.39,194.99,200.79,226.39,9,2022
2022-09-04,08:00 - 09:00,209.95,386.17,209.95,204.29,191.23,209.95,9,2022
2022-09-04,09:00 - 10:00,253.86,369.32,225.8,180.0,255.0,183.72,9,2022
2022-09-04,10:00 - 11:00,170.97,369.32,136.96,102.46,262.62,125.91,9,2022
2022-09-04,11:00 - 12:00,233.74,360.08,132.26,85.5,262.94,83.97,9,2022
2022-09-04,12:00 - 13:00,369.32,369.32,167.86,82.5,274.87,72.61,9,2022
2022-09-04,13:00 - 14:00,290.09,300.9,129.35,80.5,245.6,52.91,9,2022
2022-09-04,14:00 - 15:00,320.99,333.1,146.16,65.16,270.0,65.48,9,2022
2022-09-04,15:00 - 16:00,346.87,346.87,169.1,39.31,245.0,86.63,9,2022
2022-09-04,16:00 - 17:00,236.37,360.53,205.71,19.9,220.18,204.12,9,2022
2022-09-04,17:00 - 18:00,375.0,386.26,375.0,21.09,260.4,375.0,9,2022
